date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side,full_date,trade_date
4/09,2330,台中銀,6110,8,70,-62,0.18,14,sell,2026-04-10,2026-04-09
4/09,2882,花旗環球,1590,1061,1500,-439,1.66,7,sell,2026-04-10,2026-04-09
4/09,2317,法銀巴黎,8900,244,53,191,0.46,13,buy,2026-04-10,2026-04-09
4/09,2317,凱基-彰化,0039003200300047,114,206,-92,0.22,12,sell,2026-04-10,2026-04-09
4/09,2317,玉山-大里,003800380034004a,266,33,233,0.56,10,buy,2026-04-10,2026-04-09
4/09,2454,中國信託,6160,172,13,159,1.9,5,buy,2026-04-10,2026-04-09
4/09,2317,凱基-三峽,0039003200310045,268,18,250,0.6,9,buy,2026-04-10,2026-04-09
4/09,2317,統一-新竹,5857,166,304,-138,0.33,9,sell,2026-04-10,2026-04-09
4/09,2317,元大-大統,003900380031007a,21,140,-119,0.29,10,sell,2026-04-10,2026-04-09
4/09,2330,台灣摩根士丹利,1470,1749,2020,-271,0.8,8,sell,2026-04-10,2026-04-09
4/09,2317,美林,1440,1203,9467,-8264,19.83,1,sell,2026-04-10,2026-04-09
4/09,2317,國泰-台中,8882,96,182,-86,0.21,13,sell,2026-04-10,2026-04-09
4/09,2317,合庫證券,1020,42,286,-244,0.59,6,sell,2026-04-10,2026-04-09
4/09,2330,國泰-敦南,8888,180,350,-170,0.5,9,sell,2026-04-10,2026-04-09
4/09,2330,凱基-永和,9207,24,164,-140,0.41,10,sell,2026-04-10,2026-04-09
4/09,2317,摩根大通,8440,2626,2937,-311,0.75,5,sell,2026-04-10,2026-04-09
4/09,2382,大和國泰,8890,0,480,-480,1.03,4,sell,2026-04-10,2026-04-09
4/09,2308,花旗環球,1590,374,947,-573,3.79,2,sell,2026-04-10,2026-04-09
4/09,2317,台新-三民,0039004200310033,232,21,211,0.51,11,buy,2026-04-10,2026-04-09
4/09,2330,大和國泰,8890,688,11,677,1.99,5,buy,2026-04-10,2026-04-09
4/09,2317,富邦-虎尾,9697,193,14,179,0.43,14,buy,2026-04-10,2026-04-09
4/09,2330,群益金鼎,9100,137,22,115,0.34,13,buy,2026-04-10,2026-04-09
4/09,2303,摩根大通,8440,5019,9028,-4009,5.23,4,sell,2026-04-10,2026-04-09
4/09,2454,美林,1440,257,470,-213,2.55,4,sell,2026-04-10,2026-04-09
4/09,2891,元大-草屯,0039003800390045,29,97,-68,0.11,15,sell,2026-04-10,2026-04-09
4/09,2881,台新,0039004200300030,172,23,149,0.7,10,buy,2026-04-10,2026-04-09
4/09,2882,國泰-台中,8882,50,214,-164,0.62,9,sell,2026-04-10,2026-04-09
4/09,2303,花旗環球,1590,1473,264,1209,1.58,9,buy,2026-04-10,2026-04-09
4/09,2882,中國信託,6160,234,16,218,0.82,9,buy,2026-04-10,2026-04-09
4/09,2303,國泰證券,8880,4,244,-240,0.31,7,sell,2026-04-10,2026-04-09
4/09,2330,元大證券,9800,1710,1223,487,1.43,6,buy,2026-04-10,2026-04-09
4/09,2303,美林,1440,1520,3767,-2247,2.93,5,sell,2026-04-10,2026-04-09
4/09,2303,港商野村,1560,5586,1480,4106,5.36,4,buy,2026-04-10,2026-04-09
4/09,2882,元大-大同,0039003800390047,270,3,267,1.01,8,buy,2026-04-10,2026-04-09
4/09,3711,台新-五權西,0039004200320035,1,63,-62,0.3,15,sell,2026-04-10,2026-04-09
4/09,2303,富邦證券,9600,5162,1426,3736,4.87,5,buy,2026-04-10,2026-04-09
4/09,2881,永豐金-匯立,0039004100380031,124,0,124,0.58,13,buy,2026-04-10,2026-04-09
4/09,2882,新光,8560,235,114,121,0.46,11,buy,2026-04-10,2026-04-09
4/09,2330,法銀巴黎,8900,212,652,-440,1.29,3,sell,2026-04-10,2026-04-09
4/09,2303,台新,0039004200300030,210,390,-180,0.23,9,sell,2026-04-10,2026-04-09
4/09,2882,永豐金-羅東,0039004100390041,100,0,100,0.38,15,buy,2026-04-10,2026-04-09
4/09,3711,美商高盛,1480,720,1726,-1006,4.85,2,sell,2026-04-10,2026-04-09
4/09,2882,統一-板橋,0035003800350050,100,0,100,0.38,14,buy,2026-04-10,2026-04-09
4/09,3711,國泰證券,8880,222,56,166,0.8,5,buy,2026-04-10,2026-04-09
4/09,3711,凱基-台北,9268,765,1157,-392,1.89,5,sell,2026-04-10,2026-04-09
4/09,2454,香港上海匯豐,8960,78,6,72,0.86,11,buy,2026-04-10,2026-04-09
4/09,2891,新加坡商瑞銀,1650,4024,2563,1461,2.26,5,buy,2026-04-10,2026-04-09
4/09,2454,永豐金-匯立,0039004100380031,166,9,157,1.88,6,buy,2026-04-10,2026-04-09
4/09,3711,凱基,9200,25,247,-222,1.07,7,sell,2026-04-10,2026-04-09
4/09,2303,凱基-台南,9211,28,232,-204,0.27,8,sell,2026-04-10,2026-04-09
4/09,2454,永豐金證券,0039004100300030,151,67,84,1.0,10,buy,2026-04-10,2026-04-09
4/09,2882,國泰-桃園,8885,8,89,-81,0.31,12,sell,2026-04-10,2026-04-09
4/09,3711,群益金鼎-大安,0039003100380065,28,11,17,0.08,14,buy,2026-04-10,2026-04-09
4/09,2881,美商高盛,1480,385,1678,-1293,6.04,6,sell,2026-04-10,2026-04-09
4/09,2891,台灣摩根士丹利,1470,4148,8795,-4647,7.2,3,sell,2026-04-10,2026-04-09
4/09,3711,元大-中和,0039003800390065,33,4,29,0.14,11,buy,2026-04-10,2026-04-09
4/09,2891,國泰-敦南,8888,948,244,704,1.09,8,buy,2026-04-10,2026-04-09
4/09,2308,群益金鼎-台中,9184,71,6,65,0.43,10,buy,2026-04-10,2026-04-09
4/09,2303,元大-蘆洲,9857,239,37,202,0.26,15,buy,2026-04-10,2026-04-09
4/09,3711,新加坡商瑞銀,1650,604,1143,-539,2.6,3,sell,2026-04-10,2026-04-09
4/09,3711,統一,5850,1175,122,1053,5.07,3,buy,2026-04-10,2026-04-09
4/09,3711,花旗環球,1590,546,338,208,1.0,4,buy,2026-04-10,2026-04-09
4/09,2891,康和,8450,862,0,862,1.34,7,buy,2026-04-10,2026-04-09
4/09,2891,大和國泰,8890,1743,0,1743,2.7,4,buy,2026-04-10,2026-04-09
4/09,2882,國泰證券,8880,5,798,-793,3.0,6,sell,2026-04-10,2026-04-09
4/09,2308,元大-台北,0039003800300068,54,2,52,0.34,12,buy,2026-04-10,2026-04-09
4/09,2881,凱基,9200,71,283,-212,0.99,8,sell,2026-04-10,2026-04-09
4/09,2882,法銀巴黎,8900,963,4,959,3.63,4,buy,2026-04-10,2026-04-09
4/09,2308,永豐金-匯立,0039004100380031,43,479,-436,2.88,3,sell,2026-04-10,2026-04-09
4/09,3711,台新-左楠,0039004200310064,10,98,-88,0.42,10,sell,2026-04-10,2026-04-09
4/09,3711,群益金鼎-瑞豐,0039003100380075,54,35,19,0.09,13,buy,2026-04-10,2026-04-09
4/09,2303,國泰-敦南,8888,522,633,-111,0.14,15,sell,2026-04-10,2026-04-09
4/09,2303,元大證券,9800,6577,4815,1762,2.3,6,buy,2026-04-10,2026-04-09
4/09,3711,美林,1440,7792,1264,6528,31.44,1,buy,2026-04-10,2026-04-09
4/09,2882,永豐金證券,0039004100300030,372,440,-68,0.26,13,sell,2026-04-10,2026-04-09
4/09,2303,永豐金-匯立,0039004100380031,6789,13,6776,8.84,1,buy,2026-04-10,2026-04-09
4/09,3711,陽信,8710,23,0,23,0.11,12,buy,2026-04-10,2026-04-09
4/09,2382,富邦-台北,9623,70,216,-146,0.31,15,sell,2026-04-10,2026-04-09
4/09,3711,富邦證券,9600,1370,285,1085,5.23,2,buy,2026-04-10,2026-04-09
4/09,3711,港商野村,1560,80,1632,-1552,7.47,1,sell,2026-04-10,2026-04-09
4/09,3711,元大-內湖民權,9867,6,76,-70,0.34,13,sell,2026-04-10,2026-04-09
4/09,2382,法銀巴黎,8900,66,0,66,0.14,15,buy,2026-04-10,2026-04-09
4/09,2882,第一金-新興,0035003300380041,5,63,-58,0.22,15,sell,2026-04-10,2026-04-09
4/09,3711,台灣摩根士丹利,1470,1239,1100,139,0.67,6,buy,2026-04-10,2026-04-09
4/09,2454,富邦證券,9600,301,166,135,1.61,8,buy,2026-04-10,2026-04-09
4/09,2303,玉山證券,8840,113,266,-153,0.2,10,sell,2026-04-10,2026-04-09
4/09,2303,康和,8450,300,2,298,0.39,14,buy,2026-04-10,2026-04-09
4/09,2303,華南永昌,9300,101,216,-115,0.15,14,sell,2026-04-10,2026-04-09
4/09,2303,華南永昌-麻豆,9308,23,269,-246,0.32,6,sell,2026-04-10,2026-04-09
4/09,2881,國票-敦北法人,0037003700390063,0,151,-151,0.71,9,sell,2026-04-10,2026-04-09
4/09,3711,永豐金-匯立,0039004100380031,30,0,30,0.14,10,buy,2026-04-10,2026-04-09
4/09,3711,法銀巴黎,8900,75,2,73,0.35,8,buy,2026-04-10,2026-04-09
4/09,3711,彰銀-台中,1233,15,122,-107,0.52,9,sell,2026-04-10,2026-04-09
4/09,2882,台新-佳里,0039004200320077,120,0,120,0.45,12,buy,2026-04-10,2026-04-09
4/09,2308,美林,1440,330,169,161,1.06,8,buy,2026-04-10,2026-04-09
4/09,3711,元大證券,9800,1112,1595,-483,2.33,4,sell,2026-04-10,2026-04-09
4/09,2882,美商高盛,1480,1611,1333,278,1.05,7,buy,2026-04-10,2026-04-09
4/09,3711,國泰-敦南,8888,131,248,-117,0.56,8,sell,2026-04-10,2026-04-09
4/09,2891,兆豐-寶成,0037003000300072,16,1000,-984,1.52,8,sell,2026-04-10,2026-04-09
4/09,2881,元大證券,9800,547,621,-74,0.35,10,sell,2026-04-10,2026-04-09
4/09,2303,宏遠證券,1260,1005,227,778,1.01,10,buy,2026-04-10,2026-04-09
4/09,2881,國泰證券,8880,346,610,-264,1.23,7,sell,2026-04-10,2026-04-09
4/09,2881,中國信託,6160,221,8,213,0.99,6,buy,2026-04-10,2026-04-09
4/09,2881,新加坡商瑞銀,1650,1060,427,633,2.96,3,buy,2026-04-10,2026-04-09
4/09,2891,國泰-館前,0038003800380041,267,36,231,0.36,15,buy,2026-04-10,2026-04-09
4/09,2881,合庫-彰化,1028,107,0,107,0.5,14,buy,2026-04-10,2026-04-09
4/09,2891,元大證券,9800,6811,4344,2467,3.82,3,buy,2026-04-10,2026-04-09
4/09,2891,華南永昌,9300,486,47,439,0.68,12,buy,2026-04-10,2026-04-09
4/09,2881,合庫-桃園,0031003000320045,3,50,-47,0.22,11,sell,2026-04-10,2026-04-09
4/09,2303,臺銀-高雄,0031003000340043,35,187,-152,0.2,11,sell,2026-04-10,2026-04-09
4/09,2881,國泰-敦南,8888,260,55,205,0.96,7,buy,2026-04-10,2026-04-09
4/09,2881,凱基-台北,9268,1241,2937,-1696,7.92,4,sell,2026-04-10,2026-04-09
4/09,2882,港商野村,1560,831,22,809,3.06,5,buy,2026-04-10,2026-04-09
4/09,2881,第一金-新興,0035003300380041,5,27,-22,0.1,14,sell,2026-04-10,2026-04-09
4/09,2882,新加坡商瑞銀,1650,1261,2336,-1075,4.07,4,sell,2026-04-10,2026-04-09
4/09,2891,群益金鼎,9100,24,154,-130,0.2,13,sell,2026-04-10,2026-04-09
4/09,2303,台灣摩根士丹利,1470,1485,9661,-8176,10.66,2,sell,2026-04-10,2026-04-09
4/09,2882,群益金鼎,9100,13,144,-131,0.5,10,sell,2026-04-10,2026-04-09
4/09,2891,香港上海匯豐,8960,4378,456,3922,6.08,1,buy,2026-04-10,2026-04-09
4/09,2891,台新-高雄,0039004200310067,319,3,316,0.49,14,buy,2026-04-10,2026-04-09
4/09,2891,港商野村,1560,6,5545,-5539,8.58,2,sell,2026-04-10,2026-04-09
4/09,2891,華南永昌-中正,9359,44,489,-445,0.69,10,sell,2026-04-10,2026-04-09
4/09,2891,富邦證券,9600,1256,771,485,0.75,9,buy,2026-04-10,2026-04-09
4/09,2891,花旗環球,1590,1735,276,1459,2.26,6,buy,2026-04-10,2026-04-09
4/09,2881,國泰-館前,0038003800380041,208,8,200,0.93,8,buy,2026-04-10,2026-04-09
4/09,2891,宏遠證券,1260,454,10,444,0.69,11,buy,2026-04-10,2026-04-09
4/09,2882,永豐金-匯立,0039004100380031,151,0,151,0.57,10,buy,2026-04-10,2026-04-09
4/09,2891,新光,8560,431,100,331,0.51,13,buy,2026-04-10,2026-04-09
4/09,2882,摩根大通,8440,2504,1468,1036,3.92,3,buy,2026-04-10,2026-04-09
4/09,2303,香港上海匯豐,8960,6082,45,6037,7.87,2,buy,2026-04-10,2026-04-09
4/09,2891,港商麥格理,1360,511,1021,-510,0.79,9,sell,2026-04-10,2026-04-09
4/09,2303,元大-中壢,9834,176,326,-150,0.2,12,sell,2026-04-10,2026-04-09
4/09,2882,美好,5260,110,1,109,0.41,13,buy,2026-04-10,2026-04-09
4/09,3711,元大-中壢,9834,12,83,-71,0.34,12,sell,2026-04-10,2026-04-09
4/09,2891,永豐金證券,0039004100300030,803,4441,-3638,5.64,6,sell,2026-04-10,2026-04-09
4/09,2881,富邦-基隆,9614,2,25,-23,0.11,13,sell,2026-04-10,2026-04-09
4/09,2303,中國信託,6160,1635,419,1216,1.59,8,buy,2026-04-10,2026-04-09
4/09,2317,玉山證券,8840,264,54,210,0.5,12,buy,2026-04-10,2026-04-09
4/09,2882,台灣摩根士丹利,1470,2829,4269,-1440,5.45,3,sell,2026-04-10,2026-04-09
4/09,2882,統一-敦南,5852,20,80,-60,0.23,14,sell,2026-04-10,2026-04-09
4/09,2891,彰銀,1230,19,211,-192,0.3,12,sell,2026-04-10,2026-04-09
4/09,2881,港商野村,1560,1540,103,1437,6.71,2,buy,2026-04-10,2026-04-09
4/09,2330,凱基,9200,98,532,-434,1.27,4,sell,2026-04-10,2026-04-09
4/09,2882,凱基-台北,9268,600,3591,-2991,11.31,1,sell,2026-04-10,2026-04-09
4/09,3711,國泰-台中,8882,36,98,-62,0.3,14,sell,2026-04-10,2026-04-09
4/09,2881,港商麥格理,1360,198,0,198,0.92,9,buy,2026-04-10,2026-04-09
4/09,2881,元大-和平,9863,102,0,102,0.48,15,buy,2026-04-10,2026-04-09
4/09,2303,台新-潮州,0039004200320043,4,125,-121,0.16,13,sell,2026-04-10,2026-04-09
4/09,2881,富邦證券,9600,2171,0,2171,10.14,1,buy,2026-04-10,2026-04-09
4/09,2881,新光,8560,245,104,141,0.66,11,buy,2026-04-10,2026-04-09
4/09,2882,元大證券,9800,2663,1989,674,2.55,6,buy,2026-04-10,2026-04-09
4/09,2882,元大-館前,003900380034004b,5,1021,-1016,3.84,5,sell,2026-04-10,2026-04-09
4/09,2881,富邦-仁愛,9676,43,64,-21,0.1,15,sell,2026-04-10,2026-04-09
4/09,2891,凱基-台北,9268,747,4388,-3641,5.64,5,sell,2026-04-10,2026-04-09
4/09,2881,永豐金-台南,0039004100390068,12,55,-43,0.2,12,sell,2026-04-10,2026-04-09
4/09,2891,美商高盛,1480,2591,9190,-6599,10.23,1,sell,2026-04-10,2026-04-09
4/09,2881,花旗環球,1590,1367,1034,333,1.56,5,buy,2026-04-10,2026-04-09
4/09,2881,香港上海匯豐,8960,0,1704,-1704,7.96,3,sell,2026-04-10,2026-04-09
4/09,2891,統一,5850,132,1925,-1793,2.78,7,sell,2026-04-10,2026-04-09
4/09,2891,凱基,9200,5334,2862,2472,3.83,2,buy,2026-04-10,2026-04-09
4/09,2308,法銀巴黎,8900,74,0,74,0.49,9,buy,2026-04-10,2026-04-09
4/09,2881,台灣摩根士丹利,1470,983,3381,-2398,11.2,1,sell,2026-04-10,2026-04-09
4/09,2881,美林,1440,772,2456,-1684,7.87,5,sell,2026-04-10,2026-04-09
4/09,2882,美林,1440,1614,3287,-1673,6.33,2,sell,2026-04-10,2026-04-09
4/09,3711,摩根大通,8440,818,1140,-322,1.55,6,sell,2026-04-10,2026-04-09
4/09,2881,中國信託-高雄,003600310036004b,155,30,125,0.58,12,buy,2026-04-10,2026-04-09
4/09,2882,香港上海匯豐,8960,1523,0,1523,5.76,2,buy,2026-04-10,2026-04-09
4/09,3711,華南永昌-虎尾,9377,58,1,57,0.27,9,buy,2026-04-10,2026-04-09
4/09,2882,富邦證券,9600,3069,29,3040,11.5,1,buy,2026-04-10,2026-04-09
4/09,2881,摩根大通,8440,1654,3497,-1843,8.61,2,sell,2026-04-10,2026-04-09
4/09,2303,美商高盛,1480,2776,10218,-7442,9.71,3,sell,2026-04-10,2026-04-09
4/09,2891,玉山-嘉義,8848,53,130,-77,0.12,14,sell,2026-04-10,2026-04-09
4/09,2891,美林,1440,1509,6000,-4491,6.96,4,sell,2026-04-10,2026-04-09
4/10,2618,中國信託,6160,430,29,401,2.64,7,buy,2026-04-13,2026-04-10
4/10,2618,富邦-新店,9661,455,1,454,2.99,6,buy,2026-04-13,2026-04-10
4/10,3006,群益金鼎-東大,9135,70,28,42,0.26,10,buy,2026-04-13,2026-04-10
4/10,2609,凱基,9200,0,96,-96,0.54,7,sell,2026-04-13,2026-04-10
4/10,2615,群益金鼎-彰化,9187,4,59,-55,0.66,12,sell,2026-04-13,2026-04-10
4/10,2382,美林,1440,1220,321,899,2.3,5,buy,2026-04-13,2026-04-10
4/10,2618,香港上海匯豐,8960,249,0,249,1.64,9,buy,2026-04-13,2026-04-10
4/10,3006,元大-和平,9863,8,50,-42,0.26,13,sell,2026-04-13,2026-04-10
4/10,2618,元大證券,9800,655,331,324,2.14,8,buy,2026-04-13,2026-04-10
4/10,2618,合庫證券,1020,728,0,728,4.8,5,buy,2026-04-13,2026-04-10
4/10,2618,兆豐-竹北,7007,5,165,-160,1.06,9,sell,2026-04-13,2026-04-10
4/10,2615,凱基,9200,0,49,-49,0.58,13,sell,2026-04-13,2026-04-10
4/10,2618,美商高盛,1480,2548,298,2250,14.84,1,buy,2026-04-13,2026-04-10
4/10,3037,港商野村,1560,383,259,124,0.4,11,buy,2026-04-13,2026-04-10
4/10,2379,港商麥格理,1360,112,0,112,4.62,5,buy,2026-04-13,2026-04-10
4/10,3006,國泰-松江,8883,36,147,-111,0.68,7,sell,2026-04-13,2026-04-10
4/10,2618,法銀巴黎,8900,3,149,-146,0.96,10,sell,2026-04-13,2026-04-10
4/10,3037,富邦-新店,9661,32,99,-67,0.22,15,sell,2026-04-13,2026-04-10
4/10,2412,群益金鼎-民權,9131,20,1,19,0.28,15,buy,2026-04-13,2026-04-10
4/10,2618,台灣摩根士丹利,1470,512,1170,-658,4.34,2,sell,2026-04-13,2026-04-10
4/10,2615,凱基-桃園,9208,14,76,-62,0.74,11,sell,2026-04-13,2026-04-10
4/10,2609,寶盛,5460,302,0,302,1.71,3,buy,2026-04-13,2026-04-10
4/10,2618,凱基-台北,9268,1703,549,1154,7.61,2,buy,2026-04-13,2026-04-10
4/10,3037,永豐金-新竹,0039004100390037,17,85,-68,0.22,14,sell,2026-04-13,2026-04-10
4/10,2615,台新-台中,0039004200310068,49,3,46,0.55,13,buy,2026-04-13,2026-04-10
4/10,2609,第一金-忠孝,0035003300380044,7,64,-57,0.32,11,sell,2026-04-13,2026-04-10
4/10,2345,元大-永和,9891,0,26,-26,0.46,14,sell,2026-04-13,2026-04-10
4/10,2618,永豐金-天母,0039004100390047,121,221,-100,0.66,15,sell,2026-04-13,2026-04-10
4/10,2618,聯邦商銀,8580,0,346,-346,2.28,4,sell,2026-04-13,2026-04-10
4/10,2345,大和國泰,8890,25,230,-205,3.59,2,sell,2026-04-13,2026-04-10
4/10,2603,台灣摩根士丹利,1470,1631,511,1120,13.46,1,buy,2026-04-13,2026-04-10
4/10,2609,群益金鼎,9100,208,136,72,0.41,11,buy,2026-04-13,2026-04-10
4/10,2618,兆豐證券,7000,5,128,-123,0.81,11,sell,2026-04-13,2026-04-10
4/10,2618,元大-楊梅,0039003800370041,103,2,101,0.67,10,buy,2026-04-13,2026-04-10
4/10,2618,富邦證券,9600,23,3909,-3886,25.63,1,sell,2026-04-13,2026-04-10
4/10,3006,富邦-公益,0039003600310046,14,383,-369,2.26,3,sell,2026-04-13,2026-04-10
4/10,2615,港商麥格理,1360,161,239,-78,0.93,9,sell,2026-04-13,2026-04-10
4/10,2609,港商野村,1560,0,412,-412,2.33,4,sell,2026-04-13,2026-04-10
4/10,3037,凱基,9200,388,123,265,0.85,7,buy,2026-04-13,2026-04-10
4/10,2618,統一,5850,54,7,47,0.31,14,buy,2026-04-13,2026-04-10
4/10,3037,美林,1440,552,293,259,0.84,8,buy,2026-04-13,2026-04-10
4/10,2618,(牛牛牛)亞-鑫豐,0036003000310064,127,33,94,0.62,11,buy,2026-04-13,2026-04-10
4/10,3037,美商高盛,1480,1251,1324,-73,0.24,13,sell,2026-04-13,2026-04-10
4/10,2615,美商高盛,1480,289,618,-329,3.93,6,sell,2026-04-13,2026-04-10
4/10,2615,統一,5850,73,26,47,0.56,12,buy,2026-04-13,2026-04-10
4/10,3037,國泰-敦南,8888,900,985,-85,0.27,11,sell,2026-04-13,2026-04-10
4/10,2615,玉山-新莊,8842,1,50,-49,0.58,14,sell,2026-04-13,2026-04-10
4/10,2615,元大證券,9800,193,268,-75,0.9,10,sell,2026-04-13,2026-04-10
4/10,2618,富邦-樹林,0039003600320045,1,209,-208,1.37,7,sell,2026-04-13,2026-04-10
4/10,2615,新光,8560,74,22,52,0.62,10,buy,2026-04-13,2026-04-10
4/10,3037,新加坡商瑞銀,1650,696,633,63,0.2,14,buy,2026-04-13,2026-04-10
4/10,2618,元大-館前,003900380034004b,57,0,57,0.38,13,buy,2026-04-13,2026-04-10
4/10,3037,港商麥格理,1360,4,106,-102,0.33,10,sell,2026-04-13,2026-04-10
4/10,2603,永豐金-敦北,0039004100380039,20,0,20,0.24,15,buy,2026-04-13,2026-04-10
4/10,3037,台新,0039004200300030,260,404,-144,0.46,7,sell,2026-04-13,2026-04-10
4/10,3037,香港上海匯豐,8960,31,187,-156,0.5,6,sell,2026-04-13,2026-04-10
4/10,2618,合庫-台中,1021,8,110,-102,0.67,13,sell,2026-04-13,2026-04-10
4/10,3037,永豐金-匯立,0039004100380031,1052,0,1052,3.39,2,buy,2026-04-13,2026-04-10
4/10,2615,兆豐-南京,0037003000300050,50,0,50,0.6,11,buy,2026-04-13,2026-04-10
4/10,3037,凱基-台北,9268,2256,2398,-142,0.46,8,sell,2026-04-13,2026-04-10
4/10,3037,摩根大通,8440,739,602,137,0.44,10,buy,2026-04-13,2026-04-10
4/10,3037,台灣摩根士丹利,1470,2682,985,1697,5.47,1,buy,2026-04-13,2026-04-10
4/10,3037,永豐金-敦南,0039004100380046,137,18,119,0.38,12,buy,2026-04-13,2026-04-10
4/10,3037,康和,8450,8,538,-530,1.71,1,sell,2026-04-13,2026-04-10
4/10,2615,元大-仁愛,003900380033006a,12,50,-38,0.45,15,sell,2026-04-13,2026-04-10
4/10,3037,台新-板橋,0039004200320062,22,140,-118,0.38,9,sell,2026-04-13,2026-04-10
4/10,3037,花旗環球,1590,453,53,400,1.29,4,buy,2026-04-13,2026-04-10
4/10,3037,國票-台中,0037003700390076,306,602,-296,0.95,3,sell,2026-04-13,2026-04-10
4/10,3037,元大證券,9800,3552,3221,331,1.07,5,buy,2026-04-13,2026-04-10
4/10,2618,元大-天母,0039003800310049,2,167,-165,1.09,8,sell,2026-04-13,2026-04-10
4/10,3037,台新-台北,0039004200320030,465,11,454,1.46,3,buy,2026-04-13,2026-04-10
4/10,3037,大和國泰,8890,0,303,-303,0.98,2,sell,2026-04-13,2026-04-10
4/10,2615,永豐金-新店,0039004100390069,41,0,41,0.49,15,buy,2026-04-13,2026-04-10
4/10,2379,美商高盛,1480,95,133,-38,1.57,6,sell,2026-04-13,2026-04-10
4/10,2609,法銀巴黎,8900,92,159,-67,0.38,9,sell,2026-04-13,2026-04-10
4/10,3037,富邦證券,9600,390,659,-269,0.87,5,sell,2026-04-13,2026-04-10
4/10,2603,新加坡商瑞銀,1650,36,123,-87,1.05,7,sell,2026-04-13,2026-04-10
4/10,2609,新加坡商瑞銀,1650,251,1524,-1273,7.2,2,sell,2026-04-13,2026-04-10
4/10,2615,元大-內湖,003900380039004e,68,2,66,0.79,8,buy,2026-04-13,2026-04-10
4/10,2615,富邦-陽明,9604,67,0,67,0.8,7,buy,2026-04-13,2026-04-10
4/10,2603,港商野村,1560,537,276,261,3.14,4,buy,2026-04-13,2026-04-10
4/10,2615,台新-潮州,0039004200320043,43,0,43,0.51,14,buy,2026-04-13,2026-04-10
4/10,2615,合庫證券,1020,106,0,106,1.27,4,buy,2026-04-13,2026-04-10
4/10,2603,美商高盛,1480,278,521,-243,2.92,4,sell,2026-04-13,2026-04-10
4/10,2603,台新-建北,0039004200310038,26,5,21,0.25,14,buy,2026-04-13,2026-04-10
4/10,2379,群益金鼎,9100,6,38,-32,1.32,7,sell,2026-04-13,2026-04-10
4/10,3037,統一-城中,5854,120,197,-77,0.25,12,sell,2026-04-13,2026-04-10
4/10,2603,元大證券,9800,558,442,116,1.39,7,buy,2026-04-13,2026-04-10
4/10,2609,國泰-敦南,8888,324,179,145,0.82,5,buy,2026-04-13,2026-04-10
4/10,2603,國票-中和,0037003700390058,0,50,-50,0.6,11,sell,2026-04-13,2026-04-10
4/10,2379,香港上海匯豐,8960,24,181,-157,6.47,3,sell,2026-04-13,2026-04-10
4/10,2609,台新-建北,0039004200310038,110,0,110,0.62,7,buy,2026-04-13,2026-04-10
4/10,2603,中國信託,6160,98,6,92,1.11,10,buy,2026-04-13,2026-04-10
4/10,2379,新加坡商瑞銀,1650,111,278,-167,6.89,2,sell,2026-04-13,2026-04-10
4/10,2618,中國信託-永康,6163,0,103,-103,0.68,12,sell,2026-04-13,2026-04-10
4/10,2618,凱基-板橋,0039003200300041,0,100,-100,0.66,14,sell,2026-04-13,2026-04-10
4/10,2412,永豐金-永康,0039004100390063,47,85,-38,0.55,15,sell,2026-04-13,2026-04-10
4/10,2615,凱基-高雄,9206,0,83,-83,0.99,8,sell,2026-04-13,2026-04-10
4/10,2603,香港上海匯豐,8960,86,278,-192,2.31,5,sell,2026-04-13,2026-04-10
4/10,2609,群益金鼎-瑞豐,0039003100380075,131,2,129,0.73,6,buy,2026-04-13,2026-04-10
4/10,2603,宏遠證券,1260,101,0,101,1.21,9,buy,2026-04-13,2026-04-10
4/10,2603,國泰證券,8880,4,68,-64,0.77,9,sell,2026-04-13,2026-04-10
4/10,2615,元大-新竹經國,9859,63,2,61,0.73,9,buy,2026-04-13,2026-04-10
4/10,2609,花旗環球,1590,1499,425,1074,6.08,1,buy,2026-04-13,2026-04-10
4/10,2603,國票-天祥,0037003700390056,32,1,31,0.37,12,buy,2026-04-13,2026-04-10
4/10,2609,台新-新莊,0039004200310039,8,55,-47,0.27,15,sell,2026-04-13,2026-04-10
4/10,3037,國泰證券,8880,351,74,277,0.89,6,buy,2026-04-13,2026-04-10
4/10,2603,第一金,5380,203,4,199,2.39,6,buy,2026-04-13,2026-04-10
4/10,2603,永豐金-彰化,0039004100390073,0,43,-43,0.52,15,sell,2026-04-13,2026-04-10
4/10,3037,群益金鼎,9100,253,534,-281,0.91,4,sell,2026-04-13,2026-04-10
4/10,3006,台新-草屯,0039004200320058,1,36,-35,0.21,15,sell,2026-04-13,2026-04-10
4/10,2603,富邦證券,9600,49,94,-45,0.54,13,sell,2026-04-13,2026-04-10
4/10,2609,凱基-台北,9268,1627,1063,564,3.19,2,buy,2026-04-13,2026-04-10
4/10,2615,凱基-松山,9217,83,3,80,0.95,5,buy,2026-04-13,2026-04-10
4/10,2615,花旗環球,1590,22,511,-489,5.84,4,sell,2026-04-13,2026-04-10
4/10,2615,美林,1440,3,349,-346,4.13,5,sell,2026-04-13,2026-04-10
4/10,2615,永豐金證券,0039004100300030,97,25,72,0.86,6,buy,2026-04-13,2026-04-10
