date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side,full_date,trade_date
3/09,2454,花旗環球,1590,126,306,-180,1.44,7,sell,2026-03-10,2026-03-09
3/09,2882,花旗環球,1590,159,783,-624,1.45,7,sell,2026-03-10,2026-03-09
3/09,2382,凱基-大直,9218,1,100,-99,0.54,9,sell,2026-03-10,2026-03-09
3/09,2303,永豐金證券,0039004100300030,3263,2409,854,0.76,10,buy,2026-03-10,2026-03-09
3/09,2303,花旗環球,1590,1045,811,234,0.21,15,buy,2026-03-10,2026-03-09
3/09,2882,合庫-自強,0031003000320043,14,66,-52,0.12,12,sell,2026-03-10,2026-03-09
3/09,3711,永豐金-匯立,0039004100380031,0,3811,-3811,12.95,1,sell,2026-03-10,2026-03-09
3/09,2303,法銀巴黎,8900,214,1312,-1098,0.98,8,sell,2026-03-10,2026-03-09
3/09,2891,華南永昌-高雄,9303,7,1892,-1885,2.7,6,sell,2026-03-10,2026-03-09
3/09,3711,元富,0039004200300030,330,507,-177,0.6,11,sell,2026-03-10,2026-03-09
3/09,3711,國泰證券,8880,202,44,158,0.54,11,buy,2026-03-10,2026-03-09
3/09,2303,國泰-館前,0038003800380041,146,1050,-904,0.8,10,sell,2026-03-10,2026-03-09
3/09,2317,元富,0039004200300030,190,4560,-4370,4.68,3,sell,2026-03-10,2026-03-09
3/09,3711,凱基-台北,9268,2164,1387,777,2.64,4,buy,2026-03-10,2026-03-09
3/09,2882,元大-金華,9878,8,59,-51,0.12,13,sell,2026-03-10,2026-03-09
3/09,2881,元大-鳳山,003900380033005a,122,2,120,0.29,14,buy,2026-03-10,2026-03-09
3/09,2891,凱基,9200,3628,3288,340,0.49,14,buy,2026-03-10,2026-03-09
3/09,3711,兆豐證券,7000,290,31,259,0.88,8,buy,2026-03-10,2026-03-09
3/09,2881,摩根大通,8440,770,2015,-1245,2.98,4,sell,2026-03-10,2026-03-09
3/09,2303,凱基-市政,9239,297,8,289,0.26,14,buy,2026-03-10,2026-03-09
3/09,2303,港商野村,1560,70,2286,-2216,1.97,4,sell,2026-03-10,2026-03-09
3/09,3711,花旗環球,1590,314,737,-423,1.44,8,sell,2026-03-10,2026-03-09
3/09,2308,永豐金-板新,003900410039004a,80,7,73,0.31,12,buy,2026-03-10,2026-03-09
3/09,2882,玉山證券,8840,257,19,238,0.55,10,buy,2026-03-10,2026-03-09
3/09,2308,永豐金-匯立,0039004100380031,240,54,186,0.8,7,buy,2026-03-10,2026-03-09
3/09,2303,富邦證券,9600,510,6096,-5586,4.97,3,sell,2026-03-10,2026-03-09
3/09,3711,凱基,9200,236,668,-432,1.47,7,sell,2026-03-10,2026-03-09
3/09,3711,富邦-虎尾,9697,203,26,177,0.6,10,buy,2026-03-10,2026-03-09
3/09,2308,統一,5850,789,1157,-368,1.58,8,sell,2026-03-10,2026-03-09
3/09,2303,元富,0039004200300030,14,400,-386,0.34,12,sell,2026-03-10,2026-03-09
3/09,2382,元大-忠孝,9871,84,3,81,0.44,15,buy,2026-03-10,2026-03-09
3/09,3711,臺銀,1040,116,25,91,0.31,13,buy,2026-03-10,2026-03-09
3/09,2882,國泰-台中,8882,148,21,127,0.3,15,buy,2026-03-10,2026-03-09
3/09,2882,港商麥格理,1360,0,96,-96,0.22,9,sell,2026-03-10,2026-03-09
3/09,2303,美林,1440,1180,14451,-13271,11.8,2,sell,2026-03-10,2026-03-09
3/09,2882,國泰證券,8880,416,1,415,0.97,7,buy,2026-03-10,2026-03-09
3/09,2303,凱基-中港,9202,315,12,303,0.27,12,buy,2026-03-10,2026-03-09
3/09,2303,群益金鼎,9100,703,1134,-431,0.38,11,sell,2026-03-10,2026-03-09
3/09,2308,中國信託,6160,168,15,153,0.66,8,buy,2026-03-10,2026-03-09
3/09,3711,大和國泰,8890,4,528,-524,1.78,5,sell,2026-03-10,2026-03-09
3/09,2308,凱基-台北,9268,625,1053,-428,1.84,7,sell,2026-03-10,2026-03-09
3/09,2891,摩根大通,8440,1847,5203,-3356,4.81,2,sell,2026-03-10,2026-03-09
3/09,2881,凱基-台北,9268,3063,2059,1004,2.4,3,buy,2026-03-10,2026-03-09
3/09,3711,統一,5850,446,341,105,0.36,12,buy,2026-03-10,2026-03-09
3/09,2891,華南永昌,9300,25,2028,-2003,2.87,4,sell,2026-03-10,2026-03-09
3/09,2891,統一,5850,28,1712,-1684,2.41,7,sell,2026-03-10,2026-03-09
3/09,2881,富邦證券,9600,3095,5,3090,7.39,2,buy,2026-03-10,2026-03-09
3/09,2882,凱基-台北,9268,1408,2950,-1542,3.59,4,sell,2026-03-10,2026-03-09
3/09,3711,港商野村,1560,94,176,-82,0.28,15,sell,2026-03-10,2026-03-09
3/09,2881,元富,0039004200300030,10,3922,-3912,9.35,2,sell,2026-03-10,2026-03-09
3/09,2330,元大證券,9800,7994,13348,-5354,5.73,4,sell,2026-03-10,2026-03-09
3/09,2891,花旗環球,1590,308,1315,-1007,1.44,8,sell,2026-03-10,2026-03-09
3/09,2881,法銀巴黎,8900,107,274,-167,0.4,14,sell,2026-03-10,2026-03-09
3/09,2882,美商高盛,1480,2727,1605,1122,2.61,3,buy,2026-03-10,2026-03-09
3/09,2891,合庫證券,1020,9,491,-482,0.69,11,sell,2026-03-10,2026-03-09
3/09,2881,元大證券,9800,3173,3951,-778,1.86,5,sell,2026-03-10,2026-03-09
3/09,2881,新加坡商瑞銀,1650,3376,6901,-3525,8.42,3,sell,2026-03-10,2026-03-09
3/09,2891,玉山-雙和,8841,4,341,-337,0.48,13,sell,2026-03-10,2026-03-09
3/09,2303,凱基-台北,9268,6883,9030,-2147,1.91,5,sell,2026-03-10,2026-03-09
3/09,2881,元大-台北,0039003800300068,28,402,-374,0.89,9,sell,2026-03-10,2026-03-09
3/09,2882,新加坡商瑞銀,1650,4363,2484,1879,4.37,1,buy,2026-03-10,2026-03-09
3/09,2891,元大證券,9800,7098,6719,379,0.54,12,buy,2026-03-10,2026-03-09
3/09,2891,大和國泰,8890,820,450,370,0.53,13,buy,2026-03-10,2026-03-09
3/09,2882,統一,5850,13,3043,-3030,7.05,2,sell,2026-03-10,2026-03-09
3/09,2881,富邦-仁愛,9676,258,36,222,0.53,9,buy,2026-03-10,2026-03-09
3/09,2881,康和-永和,0038003400350042,4,190,-186,0.44,12,sell,2026-03-10,2026-03-09
3/09,2891,永豐金證券,0039004100300030,4418,1420,2998,4.3,3,buy,2026-03-10,2026-03-09
3/09,2881,玉山證券,8840,406,18,388,0.93,4,buy,2026-03-10,2026-03-09
3/09,2891,新加坡商瑞銀,1650,4756,4037,719,1.03,6,buy,2026-03-10,2026-03-09
3/09,2891,國泰-板橋,003800380038004b,569,43,526,0.75,8,buy,2026-03-10,2026-03-09
3/09,2891,永豐金-鳳山,0039004100360031,521,0,521,0.75,9,buy,2026-03-10,2026-03-09
3/09,2891,群益金鼎,9100,8506,1211,7295,10.45,2,buy,2026-03-10,2026-03-09
3/09,2891,華南永昌-敦南,9347,4,2150,-2146,3.07,3,sell,2026-03-10,2026-03-09
3/09,2882,美林,1440,2205,1242,963,2.24,4,buy,2026-03-10,2026-03-09
3/09,2881,新光,8560,231,76,155,0.37,11,buy,2026-03-10,2026-03-09
3/09,2881,永豐金證券,0039004100300030,1059,787,272,0.65,7,buy,2026-03-10,2026-03-09
3/09,2891,中國信託,6160,110,423,-313,0.45,14,sell,2026-03-10,2026-03-09
3/09,2882,國泰-敦南,8888,555,132,423,0.98,6,buy,2026-03-10,2026-03-09
3/09,3711,(牛牛牛)亞證券,6010,0,350,-350,1.19,9,sell,2026-03-10,2026-03-09
3/09,2891,第一金-光復,0035003300380043,5,250,-245,0.35,15,sell,2026-03-10,2026-03-09
3/09,2881,國泰-敦南,8888,351,89,262,0.63,8,buy,2026-03-10,2026-03-09
3/09,2881,台新證券,8150,146,32,114,0.27,15,buy,2026-03-10,2026-03-09
3/09,2303,第一金-華江,0035003300380057,36,1425,-1389,1.23,6,sell,2026-03-10,2026-03-09
3/09,2891,台新證券,8150,644,260,384,0.55,11,buy,2026-03-10,2026-03-09
3/09,2308,美商高盛,1480,2277,1657,620,2.66,3,buy,2026-03-10,2026-03-09
3/09,3711,國泰-敦南,8888,219,134,85,0.29,14,buy,2026-03-10,2026-03-09
3/09,2882,國票-敦北法人,0037003700390063,1,3000,-2999,6.98,3,sell,2026-03-10,2026-03-09
3/09,2891,港商野村,1560,5,731,-726,1.04,9,sell,2026-03-10,2026-03-09
3/09,2891,富邦-陽明,9604,23,1921,-1898,2.72,5,sell,2026-03-10,2026-03-09
3/09,2891,美林,1440,14203,2952,11251,16.12,1,buy,2026-03-10,2026-03-09
3/09,2308,永豐金-豐原,0039004100390051,3,741,-738,3.17,4,sell,2026-03-10,2026-03-09
3/09,2881,花旗環球,1590,442,901,-459,1.1,8,sell,2026-03-10,2026-03-09
3/09,2882,台灣摩根士丹利,1470,1229,5499,-4270,9.94,1,sell,2026-03-10,2026-03-09
3/09,2881,群益金鼎,9100,82,259,-177,0.42,13,sell,2026-03-10,2026-03-09
3/09,2881,臺銀-高雄,0031003000340043,33,267,-234,0.56,11,sell,2026-03-10,2026-03-09
3/09,2881,港商野村,1560,3780,66,3714,8.88,1,buy,2026-03-10,2026-03-09
3/09,2881,兆豐-城中,0037003000300057,355,627,-272,0.65,10,sell,2026-03-10,2026-03-09
3/09,2891,中國信託-永康,6163,1923,21,1902,2.73,4,buy,2026-03-10,2026-03-09
3/09,2882,富邦證券,9600,1547,38,1509,3.51,2,buy,2026-03-10,2026-03-09
3/09,2882,群益金鼎,9100,142,1643,-1501,3.49,5,sell,2026-03-10,2026-03-09
3/09,2891,法銀巴黎,8900,81,624,-543,0.78,10,sell,2026-03-10,2026-03-09
3/09,2881,元大-北屯,0039003800390064,317,31,286,0.68,6,buy,2026-03-10,2026-03-09
3/09,2881,元大-天母,0039003800310049,333,12,321,0.77,5,buy,2026-03-10,2026-03-09
3/09,2882,摩根大通,8440,2178,3420,-1242,2.89,6,sell,2026-03-10,2026-03-09
3/09,2881,美商高盛,1480,856,1424,-568,1.36,6,sell,2026-03-10,2026-03-09
3/09,2330,國泰-板橋,003800380038004b,487,151,336,0.36,13,buy,2026-03-10,2026-03-09
3/09,2881,台灣摩根士丹利,1470,1830,6842,-5012,11.98,1,sell,2026-03-10,2026-03-09
3/09,2881,富邦-建國,9658,186,48,138,0.33,12,buy,2026-03-10,2026-03-09
3/09,2881,美林,1440,2304,2801,-497,1.19,7,sell,2026-03-10,2026-03-09
3/09,2881,元大-蘆洲,9857,28,157,-129,0.31,15,sell,2026-03-10,2026-03-09
3/09,2454,港商野村,1560,303,212,91,0.73,9,buy,2026-03-10,2026-03-09
3/09,2317,港商野村,1560,446,1601,-1155,1.24,12,sell,2026-03-10,2026-03-09
3/09,2882,臺銀,1040,470,2,468,1.09,5,buy,2026-03-10,2026-03-09
3/09,2303,永豐金-匯立,0039004100380031,3368,0,3368,2.99,5,buy,2026-03-10,2026-03-09
3/10,2618,元大證券,9800,1110,2251,-1141,2.88,9,sell,2026-03-11,2026-03-10
3/10,2615,兆豐-北高雄,0037003000300049,78,12,66,0.3,15,buy,2026-03-11,2026-03-10
3/10,2618,兆豐證券,7000,53,903,-850,2.14,10,sell,2026-03-11,2026-03-10
3/10,2618,新光,8560,510,206,304,0.77,10,buy,2026-03-11,2026-03-10
3/10,2618,新加坡商瑞銀,1650,1341,1094,247,0.62,15,buy,2026-03-11,2026-03-10
3/10,2618,美林,1440,1089,297,792,2.0,2,buy,2026-03-11,2026-03-10
3/10,2618,宏遠證券,1260,0,1563,-1563,3.94,6,sell,2026-03-11,2026-03-10
3/10,2615,凱基-台北,9268,2108,1268,840,3.79,2,buy,2026-03-11,2026-03-10
3/10,2618,元大-和平,9863,251,3,248,0.63,14,buy,2026-03-11,2026-03-10
3/10,2379,富邦-仁愛,9676,14,26,-12,0.22,11,sell,2026-03-11,2026-03-10
3/10,3006,永豐金-中正,0039004100390055,199,52,147,1.01,10,buy,2026-03-11,2026-03-10
3/10,2618,兆豐-三重,7008,302,0,302,0.76,11,buy,2026-03-11,2026-03-10
3/10,2412,凱基-豐中,9223,2,20,-18,0.14,15,sell,2026-03-11,2026-03-10
3/10,3037,凱基,9200,29,303,-274,1.76,2,sell,2026-03-11,2026-03-10
3/10,2618,台新證券,8150,546,141,405,1.02,8,buy,2026-03-11,2026-03-10
3/10,2618,台新-高雄,0038003100350041,348,27,321,0.81,9,buy,2026-03-11,2026-03-10
3/10,2618,台中銀-台北,6115,544,2,542,1.37,5,buy,2026-03-11,2026-03-10
3/10,3037,港商野村,1560,71,32,39,0.25,14,buy,2026-03-11,2026-03-10
3/10,2379,富邦證券,9600,7,55,-48,0.87,9,sell,2026-03-11,2026-03-10
3/10,2618,國泰-敦南,8888,752,199,553,1.4,4,buy,2026-03-11,2026-03-10
3/10,2618,台中銀-高雄,6116,520,2,518,1.31,6,buy,2026-03-11,2026-03-10
3/10,2615,統一-敦南,5852,85,1,84,0.38,10,buy,2026-03-11,2026-03-10
3/10,2618,美商高盛,1480,1512,2708,-1196,3.02,8,sell,2026-03-11,2026-03-10
3/10,2618,摩根大通,8440,760,4307,-3547,8.95,2,sell,2026-03-11,2026-03-10
3/10,2615,玉山-嘉義,8848,12,111,-99,0.45,11,sell,2026-03-11,2026-03-10
3/10,3037,摩根大通,8440,788,416,372,2.39,3,buy,2026-03-11,2026-03-10
3/10,3037,美林,1440,604,520,84,0.54,9,buy,2026-03-11,2026-03-10
3/10,2615,元大-竹科,003900380030004b,17,85,-68,0.31,14,sell,2026-03-11,2026-03-10
3/10,2618,統一,5850,1455,129,1326,3.35,1,buy,2026-03-11,2026-03-10
3/10,3037,大和國泰,8890,91,0,91,0.58,8,buy,2026-03-11,2026-03-10
3/10,3006,兆豐-高雄,003700300030005a,3,228,-225,1.55,2,sell,2026-03-11,2026-03-10
3/10,2618,土銀,1030,12,561,-549,1.39,11,sell,2026-03-11,2026-03-10
3/10,2618,花旗環球,1590,247,3246,-2999,7.57,3,sell,2026-03-11,2026-03-10
3/10,2618,玉山-高雄,8843,282,0,282,0.71,12,buy,2026-03-11,2026-03-10
3/10,2618,玉山證券,8840,853,68,785,1.98,3,buy,2026-03-11,2026-03-10
3/10,3037,元大-蘆洲中正,0039003800390049,104,7,97,0.62,7,buy,2026-03-11,2026-03-10
3/10,3037,華南永昌-竹北,9339,61,5,56,0.36,13,buy,2026-03-11,2026-03-10
3/10,3037,統一,5850,126,214,-88,0.57,11,sell,2026-03-11,2026-03-10
3/10,2615,兆豐-台中,7003,8,137,-129,0.58,9,sell,2026-03-11,2026-03-10
3/10,2615,凱基-松山,9217,84,2,82,0.37,11,buy,2026-03-11,2026-03-10
3/10,3037,中國信託,6160,34,140,-106,0.68,8,sell,2026-03-11,2026-03-10
3/10,2615,土銀-花蓮,1037,0,90,-90,0.41,12,sell,2026-03-11,2026-03-10
3/10,3037,統一-城中,5854,14,120,-106,0.68,9,sell,2026-03-11,2026-03-10
3/10,2609,美商高盛,1480,638,1645,-1007,1.92,5,sell,2026-03-11,2026-03-10
3/10,3037,台灣摩根士丹利,1470,2499,1386,1113,7.15,2,buy,2026-03-11,2026-03-10
3/10,3037,永豐金證券,0039004100300030,79,207,-128,0.82,7,sell,2026-03-11,2026-03-10
3/10,2603,永豐金-匯立,0039004100380031,399,7,392,1.66,6,buy,2026-03-11,2026-03-10
3/10,2615,群益金鼎-新店,0039003100380046,15,80,-65,0.29,15,sell,2026-03-11,2026-03-10
3/10,2618,中國信託,6160,90,542,-452,1.14,12,sell,2026-03-11,2026-03-10
3/10,2609,元大-仁愛,003900380033006a,138,2,136,0.26,7,buy,2026-03-11,2026-03-10
3/10,3037,華南永昌-南京,9326,77,155,-78,0.5,13,sell,2026-03-11,2026-03-10
3/10,2618,台灣摩根士丹利,1470,256,6234,-5978,15.08,1,sell,2026-03-11,2026-03-10
3/10,3037,華南永昌,9300,38,120,-82,0.53,12,sell,2026-03-11,2026-03-10
3/10,3037,元大證券,9800,339,272,67,0.43,10,buy,2026-03-11,2026-03-10
3/10,2615,台新-建北,8151,14,118,-104,0.47,10,sell,2026-03-11,2026-03-10
3/10,3037,元富,0039004200300030,92,340,-248,1.59,3,sell,2026-03-11,2026-03-10
3/10,2603,花旗環球,1590,542,22,520,2.21,4,buy,2026-03-11,2026-03-10
3/10,3037,國泰證券,8880,63,229,-166,1.07,4,sell,2026-03-11,2026-03-10
3/10,3037,永豐金-匯立,0039004100380031,147,31,116,0.75,5,buy,2026-03-11,2026-03-10
3/10,3037,香港上海匯豐,8960,73,225,-152,0.98,5,sell,2026-03-11,2026-03-10
3/10,3037,港商麥格理,1360,240,379,-139,0.89,6,sell,2026-03-11,2026-03-10
3/10,2618,臺銀,1040,53,370,-317,0.8,13,sell,2026-03-11,2026-03-10
3/10,3037,元大-新盛,9869,105,7,98,0.63,6,buy,2026-03-11,2026-03-10
3/10,2618,法銀巴黎,8900,0,277,-277,0.7,14,sell,2026-03-11,2026-03-10
3/10,2618,群益金鼎-鳳山,0039003100380063,268,7,261,0.66,13,buy,2026-03-11,2026-03-10
3/10,2618,港商麥格理,1360,52,258,-206,0.52,15,sell,2026-03-11,2026-03-10
3/10,2603,宏遠證券,1260,93,3,90,0.38,12,buy,2026-03-11,2026-03-10
3/10,2615,臺銀-金山,0031003000340044,78,3,75,0.34,14,buy,2026-03-11,2026-03-10
3/10,3037,富邦-敦南,9663,16,78,-62,0.4,15,sell,2026-03-11,2026-03-10
3/10,3037,國票-敦北法人,0037003700390063,62,0,62,0.4,12,buy,2026-03-11,2026-03-10
3/10,3006,台灣摩根士丹利,1470,1285,289,996,6.88,1,buy,2026-03-11,2026-03-10
3/10,2609,摩根大通,8440,294,2165,-1871,3.57,1,sell,2026-03-11,2026-03-10
3/10,3037,康和,8450,142,19,123,0.79,4,buy,2026-03-11,2026-03-10
3/10,3037,元大-大統,003900380031007a,68,2,66,0.42,11,buy,2026-03-11,2026-03-10
3/10,2615,國泰-板橋,003800380038004b,191,41,150,0.68,6,buy,2026-03-11,2026-03-10
3/10,2609,元大-莒光,003900380031004c,247,144,103,0.2,11,buy,2026-03-11,2026-03-10
3/10,2618,凱基-台北,9268,2138,4441,-2303,5.81,4,sell,2026-03-11,2026-03-10
3/10,2603,華南永昌-林口,9317,103,35,68,0.29,13,buy,2026-03-11,2026-03-10
3/10,2603,元大證券,9800,1169,1843,-674,2.86,4,sell,2026-03-11,2026-03-10
3/10,2603,統一,5850,152,93,59,0.25,15,buy,2026-03-11,2026-03-10
3/10,2609,新加坡商瑞銀,1650,981,2240,-1259,2.4,2,sell,2026-03-11,2026-03-10
3/10,2603,華南永昌-東昇,9386,4,224,-220,0.93,8,sell,2026-03-11,2026-03-10
3/10,2345,大和國泰,8890,128,0,128,2.38,4,buy,2026-03-11,2026-03-10
3/10,2603,凱基-台南,9211,30,109,-79,0.34,14,sell,2026-03-11,2026-03-10
3/10,2609,美林,1440,926,1879,-953,1.82,6,sell,2026-03-11,2026-03-10
3/10,2609,港商野村,1560,1143,391,752,1.44,4,buy,2026-03-11,2026-03-10
3/10,2609,富邦證券,9600,378,1404,-1026,1.96,4,sell,2026-03-11,2026-03-10
3/10,2603,新加坡商瑞銀,1650,294,504,-210,0.89,9,sell,2026-03-11,2026-03-10
3/10,2603,華南永昌-世貿,9334,158,10,148,0.63,8,buy,2026-03-11,2026-03-10
3/10,3006,國票-南崁,0037003700390045,0,75,-75,0.52,6,sell,2026-03-11,2026-03-10
3/10,2603,凱基,9200,186,73,113,0.48,10,buy,2026-03-11,2026-03-10
3/10,3037,美商高盛,1480,2393,1131,1262,8.11,1,buy,2026-03-11,2026-03-10
3/10,3037,凱基-台北,9268,123,85,38,0.24,15,buy,2026-03-11,2026-03-10
3/10,2603,新光,8560,468,216,252,1.07,7,buy,2026-03-11,2026-03-10
3/10,3006,國票-北投,7792,0,71,-71,0.49,7,sell,2026-03-11,2026-03-10
3/10,2618,港商野村,1560,481,0,481,1.21,7,buy,2026-03-11,2026-03-10
3/10,2603,永豐金證券,0039004100300030,156,1058,-902,3.83,2,sell,2026-03-11,2026-03-10
3/10,2609,兆豐-南門,0037003000300067,40,826,-786,1.5,7,sell,2026-03-11,2026-03-10
3/10,2609,花旗環球,1590,109,1293,-1184,2.26,3,sell,2026-03-11,2026-03-10
3/10,2603,富邦-仁愛,9676,30,396,-366,1.55,7,sell,2026-03-11,2026-03-10
3/10,3006,元富,0039004200300030,2,39,-37,0.26,14,sell,2026-03-11,2026-03-10
3/10,2615,統一,5850,233,155,78,0.35,12,buy,2026-03-11,2026-03-10
3/10,2618,凱基,9200,4,2026,-2022,5.1,5,sell,2026-03-11,2026-03-10
3/10,3037,兆豐證券,7000,13,105,-92,0.59,10,sell,2026-03-11,2026-03-10
3/10,2603,統一-新營,0035003800350045,2,106,-104,0.44,11,sell,2026-03-11,2026-03-10
3/10,2603,凱基-台北,9268,939,1804,-865,3.67,3,sell,2026-03-11,2026-03-10
3/10,2603,台灣摩根士丹利,1470,1600,2020,-420,1.78,6,sell,2026-03-11,2026-03-10
3/10,2615,元大-員林中山,9835,101,9,92,0.42,8,buy,2026-03-11,2026-03-10
3/10,2379,國泰-敦南,8888,75,27,48,0.87,4,buy,2026-03-11,2026-03-10
3/10,2609,凱基-台北,9268,3829,2561,1268,2.42,2,buy,2026-03-11,2026-03-10
3/10,2615,玉山-城中,0038003800340045,226,2,224,1.01,4,buy,2026-03-11,2026-03-10
3/10,2609,富邦-板橋,9655,237,116,121,0.23,10,buy,2026-03-11,2026-03-10
3/10,2615,美商高盛,1480,297,840,-543,2.45,5,sell,2026-03-11,2026-03-10
3/10,2615,群益金鼎-新莊,0039003100380047,151,2,149,0.67,7,buy,2026-03-11,2026-03-10
3/10,2615,台新-高雄,0038003100350041,59,213,-154,0.7,7,sell,2026-03-11,2026-03-10
3/10,2609,玉山-新莊,8842,196,107,89,0.17,15,buy,2026-03-11,2026-03-10
3/10,2609,臺銀,1040,97,273,-176,0.34,14,sell,2026-03-11,2026-03-10
3/10,2615,港商麥格理,1360,24,153,-129,0.58,8,sell,2026-03-11,2026-03-10
3/10,2609,新光,8560,1051,839,212,0.4,5,buy,2026-03-11,2026-03-10
3/10,2615,美林,1440,1949,358,1591,7.18,1,buy,2026-03-11,2026-03-10
3/10,2609,台新證券,8150,256,427,-171,0.33,15,sell,2026-03-11,2026-03-10
3/10,2603,元大-六合,0039003800320043,14,108,-94,0.4,12,sell,2026-03-11,2026-03-10
3/10,2609,致和-崇德,0037003000330042,11,357,-346,0.66,9,sell,2026-03-11,2026-03-10
3/10,2609,凱基,9200,2,384,-382,0.73,8,sell,2026-03-11,2026-03-10
3/10,2603,富邦證券,9600,253,1590,-1337,5.68,1,sell,2026-03-11,2026-03-10
3/10,2615,中國信託,6160,274,98,176,0.79,5,buy,2026-03-11,2026-03-10
3/10,2603,摩根大通,8440,486,1054,-568,2.41,5,sell,2026-03-11,2026-03-10
3/10,2603,美商高盛,1480,2037,1304,733,3.11,2,buy,2026-03-11,2026-03-10
3/10,2615,元大證券,9800,1801,1988,-187,0.84,6,sell,2026-03-11,2026-03-10
3/10,2609,元大-南海,0039003800300052,23,350,-327,0.62,10,sell,2026-03-11,2026-03-10
3/10,2615,群益金鼎-丹鳳,0039003100380073,92,15,77,0.35,13,buy,2026-03-11,2026-03-10
3/10,2603,台中銀-豐原,0036003100310041,64,5,59,0.25,14,buy,2026-03-11,2026-03-10
3/10,2609,元大-樹林,003900380039006a,149,389,-240,0.46,12,sell,2026-03-11,2026-03-10
3/10,2609,元大-員林,9889,133,35,98,0.19,13,buy,2026-03-11,2026-03-10
3/10,2609,台新-台南,8159,152,54,98,0.19,14,buy,2026-03-11,2026-03-10
3/10,2609,元大-桃興,9894,250,78,172,0.33,6,buy,2026-03-11,2026-03-10
3/10,2603,兆豐-板橋,0037003000300042,4,91,-87,0.37,13,sell,2026-03-11,2026-03-10
3/10,2609,永豐金-匯立,0039004100380031,1308,66,1242,2.37,3,buy,2026-03-11,2026-03-10
3/10,2615,摩根大通,8440,256,875,-619,2.79,2,sell,2026-03-11,2026-03-10
3/10,2615,台灣摩根士丹利,1470,1028,4008,-2980,13.45,1,sell,2026-03-11,2026-03-10
3/10,2609,元大-員林中山,9835,128,8,120,0.23,9,buy,2026-03-11,2026-03-10
3/10,2609,台灣摩根士丹利,1470,5639,2005,3634,6.94,1,buy,2026-03-11,2026-03-10
3/10,2615,群益金鼎,9100,184,268,-84,0.38,13,sell,2026-03-11,2026-03-10
3/10,2603,美林,1440,1260,778,482,2.05,5,buy,2026-03-11,2026-03-10
3/10,2603,台中銀-台北,6115,12,134,-122,0.52,10,sell,2026-03-11,2026-03-10
3/10,2618,群益金鼎,9100,217,1699,-1482,3.74,7,sell,2026-03-11,2026-03-10
3/10,2609,凱基-台南,9211,45,366,-321,0.61,11,sell,2026-03-11,2026-03-10
3/10,2609,凱基-竹科,9272,235,135,100,0.19,12,buy,2026-03-11,2026-03-10
3/10,2379,元富-林園,0039004200320037,1,8,-7,0.13,13,sell,2026-03-11,2026-03-10
3/10,2412,凱基-嘉義,9252,133,7,126,1.0,13,buy,2026-03-11,2026-03-10
3/10,2379,群益金鼎-新竹,9186,27,0,27,0.49,9,buy,2026-03-11,2026-03-10
3/10,2412,港商野村,1560,15,205,-190,1.51,8,sell,2026-03-11,2026-03-10
3/10,2412,富邦-南屯,9666,0,22,-22,0.17,14,sell,2026-03-11,2026-03-10
3/10,2412,富邦證券,9600,229,1521,-1292,10.24,4,sell,2026-03-11,2026-03-10
3/10,2345,凱基-桃園,9208,3,14,-11,0.2,14,sell,2026-03-11,2026-03-10
3/10,3034,凱基-台北,9268,298,267,31,1.02,7,buy,2026-03-11,2026-03-10
3/10,3034,永豐金證券,0039004100300030,144,11,133,4.36,3,buy,2026-03-11,2026-03-10
3/10,2379,玉山-新莊,8842,19,0,19,0.34,15,buy,2026-03-11,2026-03-10
3/10,3034,台灣摩根士丹利,1470,806,96,710,23.28,1,buy,2026-03-11,2026-03-10
3/10,3034,元大-館前,003900380034004b,1,24,-23,0.75,9,sell,2026-03-11,2026-03-10
3/10,2379,美林,1440,209,740,-531,9.64,2,sell,2026-03-11,2026-03-10
3/10,3034,華南永昌,9300,130,6,124,4.07,4,buy,2026-03-11,2026-03-10
3/10,3034,摩根大通,8440,126,440,-314,10.3,1,sell,2026-03-11,2026-03-10
3/10,2379,花旗環球,1590,43,431,-388,7.04,4,sell,2026-03-11,2026-03-10
3/10,3034,元大證券,9800,204,303,-99,3.25,3,sell,2026-03-11,2026-03-10
3/10,3034,第一金-忠孝,0035003300380044,0,20,-20,0.66,10,sell,2026-03-11,2026-03-10
3/10,3034,花旗環球,1590,61,54,7,0.23,15,buy,2026-03-11,2026-03-10
3/10,3034,富邦證券,9600,27,7,20,0.66,8,buy,2026-03-11,2026-03-10
3/10,3034,港商野村,1560,28,21,7,0.23,14,buy,2026-03-11,2026-03-10
3/10,2412,中國信託,6160,144,21,123,0.97,14,buy,2026-03-11,2026-03-10
3/10,2412,兆豐-南門,0037003000300067,450,0,450,3.57,4,buy,2026-03-11,2026-03-10
3/10,3034,美林,1440,181,143,38,1.25,5,buy,2026-03-11,2026-03-10
3/10,2412,元大-信義,003900380039006d,1,50,-49,0.39,12,sell,2026-03-11,2026-03-10
3/10,2379,港商麥格理,1360,57,34,23,0.42,12,buy,2026-03-11,2026-03-10
3/10,2379,永豐金-竹科,0039004100390058,31,1,30,0.54,8,buy,2026-03-11,2026-03-10
3/10,2379,凱基-台北,9268,199,222,-23,0.42,10,sell,2026-03-11,2026-03-10
3/10,3034,美商高盛,1480,93,265,-172,5.64,2,sell,2026-03-11,2026-03-10
