date,code,name,foreign_net,trust_net,dealer_net,market
2025-09-11,0050,元大台灣50,11379253,0,6065139,TWSE
2025-09-11,0051,元大中型100,0,0,24781,TWSE
2025-09-11,0052,富邦科技,-39451,23000,-428072,TWSE
2025-09-11,0053,元大電子,1000,0,-7437,TWSE
2025-09-11,0055,元大MSCI金融,-19000,0,-22257,TWSE
2025-09-11,0056,元大高股息,-526529,0,46207347,TWSE
2025-09-11,0057,富邦摩台,600,0,997,TWSE
2025-09-11,0061,元大寶滬深,-3000,0,458759,TWSE
2025-09-11,00631L,元大台灣50正2,140653,0,2012197,TWSE
2025-09-11,00632R,元大台灣50反1,56000,0,5662142,TWSE
2025-09-11,00633L,富邦上証正2,1057000,0,1463033,TWSE
2025-09-11,00634R,富邦上証反1,0,0,-458023,TWSE
2025-09-11,00635U,期元大S&P黃金,32200,0,762666,TWSE
2025-09-11,00636,國泰中國A50,12000,0,697093,TWSE
2025-09-11,00636K,國泰中國A50+U,0,0,0,TWSE
2025-09-11,00637L,元大滬深300正2,9901000,0,22437247,TWSE
2025-09-11,00638R,元大滬深300反1,-52000,0,-669440,TWSE
2025-09-11,00639,富邦深100,108000,0,1967612,TWSE
2025-09-11,00640L,富邦日本正2,-6000,0,447718,TWSE
2025-09-11,00641R,富邦日本反1,0,0,110611,TWSE
2025-09-11,00642U,期元大S&P石油,0,0,1515850,TWSE
2025-09-11,00643,群益深証中小,-20000,0,626932,TWSE
2025-09-11,00645,富邦日本,4000,0,16118,TWSE
2025-09-11,00646,元大S&P500,-248318,0,-1637885,TWSE
2025-09-11,00647L,元大S&P500正2,-1000,0,14469,TWSE
2025-09-11,00648R,元大S&P500反1,8000,0,180450,TWSE
2025-09-11,00650L,復華香港正2,-102000,0,-1669636,TWSE
2025-09-11,00651R,復華香港反1,0,0,233120,TWSE
2025-09-11,00652,富邦印度,281,0,-10079,TWSE
2025-09-11,00653L,富邦印度正2,-1000,0,92847,TWSE
2025-09-11,00654R,富邦印度反1,0,0,53994,TWSE
2025-09-11,00655L,國泰中國A50正2,13000,0,1095369,TWSE
2025-09-11,00656R,國泰中國A50反1,0,0,-28020,TWSE
2025-09-11,00657,國泰日經225,0,0,6732,TWSE
2025-09-11,00657K,國泰日經225+U,0,0,0,TWSE
2025-09-11,00660,元大歐洲50,1000,0,77000,TWSE
2025-09-11,00661,元大日經225,8000,0,135571,TWSE
2025-09-11,00662,富邦NASDAQ,194030,0,1203338,TWSE
2025-09-11,00663L,國泰臺灣加權正2,0,0,766201,TWSE
2025-09-11,00664R,國泰臺灣加權反1,0,0,-5346387,TWSE
2025-09-11,00665L,富邦恒生國企正2,-2472000,0,-6193544,TWSE
2025-09-11,00666R,富邦恒生國企反1,274000,0,-155000,TWSE
2025-09-11,00668,國泰美國道瓊,-2000,0,11596,TWSE
2025-09-11,00668K,國泰美國道瓊+U,0,0,0,TWSE
2025-09-11,00669R,國泰美國道瓊反1,0,0,168900,TWSE
2025-09-11,00670L,富邦NASDAQ正2,-7000,0,286126,TWSE
2025-09-11,00671R,富邦NASDAQ反1,0,0,810940,TWSE
2025-09-11,00673R,期元大S&P原油反1,0,0,-980500,TWSE
2025-09-11,00674R,期元大S&P黃金反1,0,0,49950,TWSE
2025-09-11,00675L,富邦臺灣加權正2,76210,0,1325615,TWSE
2025-09-11,00676R,富邦臺灣加權反1,0,0,-1084807,TWSE
2025-09-11,00678,群益那斯達克生技,-3000,0,24781,TWSE
2025-09-11,00680L,元大美債20正2,-560000,0,6505566,TWSE
2025-09-11,00681R,元大美債20反1,0,0,-10000,TWSE
2025-09-11,00682U,期元大美元指數,0,0,-984,TWSE
2025-09-11,00683L,期元大美元指正2,8000,0,92000,TWSE
2025-09-11,00684R,期元大美元指反1,0,0,-6000,TWSE
2025-09-11,00685L,群益臺灣加權正2,2000,0,483227,TWSE
2025-09-11,00686R,群益臺灣加權反1,0,0,227738,TWSE
2025-09-11,00688L,國泰20年美債正2,280000,0,2880553,TWSE
2025-09-11,00689R,國泰20年美債反1,0,0,7000,TWSE
2025-09-11,00690,兆豐藍籌30,0,0,479563,TWSE
2025-09-11,00692,富邦公司治理,66010,0,993314,TWSE
2025-09-11,00693U,期街口S&P黃豆,7000,0,419060,TWSE
2025-09-11,00700,富邦恒生國企,-101000,0,277832,TWSE
2025-09-11,00701,國泰股利精選30,3000,-1794000,1929019,TWSE
2025-09-11,00702,國泰標普低波高息,8999,0,34000,TWSE
2025-09-11,00703,台新MSCI中國,0,0,82899,TWSE
2025-09-11,00706L,期元大S&P日圓正2,325000,0,-1221041,TWSE
2025-09-11,00708L,期元大S&P黃金正2,-20000,0,635392,TWSE
2025-09-11,00709,富邦歐洲,-1899,0,36224,TWSE
2025-09-11,00710B,復華彭博非投等債,-1000,0,10437,TWSE
2025-09-11,00711B,復華彭博新興債,32000,0,-20001,TWSE
2025-09-11,00712,復華富時不動產,781000,0,-4222532,TWSE
2025-09-11,00713,元大台灣高息低波,-544552,-332000,-699267,TWSE
2025-09-11,00714,群益道瓊美國地產,-1000,0,9354,TWSE
2025-09-11,00715L,期街口布蘭特正2,11743000,0,17833227,TWSE
2025-09-11,00717,富邦美國特別股,52000,0,24000,TWSE
2025-09-11,00728,第一金工業30,0,0,113800,TWSE
2025-09-11,00730,富邦臺灣優質高息,-2000,0,-72863,TWSE
2025-09-11,00731,復華富時高息低波,11000,0,62112,TWSE
2025-09-11,00733,富邦臺灣中小,107020,0,748205,TWSE
2025-09-11,00735,國泰臺韓科技,211200,0,-40000,TWSE
2025-09-11,00736,國泰新興市場,0,0,2000,TWSE
2025-09-11,00737,國泰AI機器人,8000,0,1100,TWSE
2025-09-11,00738U,期元大道瓊白銀,-10000,0,-512966,TWSE
2025-09-11,00739,元大MSCI A股,4000,0,56098,TWSE
2025-09-11,00752,中信中國50,-1460000,0,-1962148,TWSE
2025-09-11,00753L,中信中國50正2,-5921000,0,-3829211,TWSE
2025-09-11,00757,統一FANG+,23301,0,-2043706,TWSE
2025-09-11,00762,元大全球AI,-106270,0,16812,TWSE
2025-09-11,00763U,期街口道瓊銅,0,0,199845,TWSE
2025-09-11,00770,國泰北美科技,98400,0,78286,TWSE
2025-09-11,00771,元大US高息特別股,0,0,-1000,TWSE
2025-09-11,00775B,新光投等債15+,26000,0,-25001,TWSE
2025-09-11,00783,富邦中証500,-1000,0,42650,TWSE
2025-09-11,00830,國泰費城半導體,6727299,0,4421578,TWSE
2025-09-11,00850,元大臺灣ESG永續,-137994,-20000,899513,TWSE
2025-09-11,00851,台新全球AI,1000,0,-9000,TWSE
2025-09-11,00852L,國泰美國道瓊正2,-2000,0,17000,TWSE
2025-09-11,00861,元大全球未來通訊,51000,0,106130,TWSE
2025-09-11,00865B,國泰US短期公債,0,0,-1010555,TWSE
2025-09-11,00875,國泰網路資安,16000,0,-4035,TWSE
2025-09-11,00876,元大全球5G,402000,0,13157,TWSE
2025-09-11,00878,國泰永續高股息,18392613,0,34627676,TWSE
2025-09-11,00881,國泰台灣科技龍頭,-955449,0,7621376,TWSE
2025-09-11,00882,中信中國高股息,5810000,0,21249663,TWSE
2025-09-11,00885,富邦越南,5456500,0,-543862,TWSE
2025-09-11,00891,中信關鍵半導體,1748055,0,4260081,TWSE
2025-09-11,00892,富邦台灣半導體,219000,0,849483,TWSE
2025-09-11,00893,國泰智能電動車,48341,0,767406,TWSE
2025-09-11,00894,中信小資高價30,48000,0,1434248,TWSE
2025-09-11,00895,富邦未來車,376520,0,149490,TWSE
2025-09-11,00896,中信綠能及電動車,-72000,0,-1486522,TWSE
2025-09-11,00897,富邦基因免疫生技,46000,0,315245,TWSE
2025-09-11,00898,國泰基因免疫革命,-93000,0,124404,TWSE
2025-09-11,00899,FT潔淨能源,0,0,120001,TWSE
2025-09-11,00900,富邦特選高股息30,350600,0,-1289897,TWSE
2025-09-11,00901,永豐智能車供應鏈,14000,0,224134,TWSE
2025-09-11,00902,中信電池及儲能,-92000,0,1142112,TWSE
2025-09-11,00903,富邦元宇宙,514000,0,2761956,TWSE
2025-09-11,00904,新光臺灣半導體30,0,0,468125,TWSE
2025-09-11,00905,FT臺灣Smart,55937,0,958950,TWSE
2025-09-11,00907,永豐優息存股,3000,0,447524,TWSE
2025-09-11,00908,富邦入息REITs+,25000,0,25416,TWSE
2025-09-11,00909,國泰數位支付服務,350534,0,749799,TWSE
2025-09-11,00910,第一金太空衛星,807,0,-1431342,TWSE
2025-09-11,00911,兆豐洲際半導體,0,0,134471,TWSE
2025-09-11,00912,中信臺灣智慧50,65030,0,379533,TWSE
2025-09-11,00913,兆豐台灣晶圓製造,40000,0,136884,TWSE
2025-09-11,00915,凱基優選高股息30,18081,0,1382582,TWSE
2025-09-11,00916,國泰全球品牌50,3500,0,90571,TWSE
2025-09-11,00917,中信特選金融,63000,0,-15292,TWSE
2025-09-11,00918,大華優利高填息30,96200,0,-232619,TWSE
2025-09-11,00919,群益台灣精選高息,-15313700,0,-30917818,TWSE
2025-09-11,00920,富邦ESG綠色電力,87000,0,8055,TWSE
2025-09-11,00921,兆豐龍頭等權重,6000,0,124029,TWSE
2025-09-11,00922,國泰台灣領袖50,663000,0,5363966,TWSE
2025-09-11,00923,群益台ESG低碳50,722238,0,6210509,TWSE
2025-09-11,00924,復華S&P500成長,810000,0,47329,TWSE
2025-09-11,00926,凱基全球菁英55,40050,0,606949,TWSE
2025-09-11,00927,群益半導體收益,552000,0,3308883,TWSE
2025-09-11,00929,復華台灣科技優息,1072189,0,53143722,TWSE
2025-09-11,00930,永豐ESG低碳高息,127000,0,1185573,TWSE
2025-09-11,00932,兆豐永續高息等權,36000,0,473897,TWSE
2025-09-11,00934,中信成長高股息,1826000,0,7033541,TWSE
2025-09-11,00935,野村臺灣新科技50,-200000,0,-42284,TWSE
2025-09-11,00936,台新永續高息中小,508000,0,826847,TWSE
2025-09-11,00938,凱基優選30,43000,0,769349,TWSE
2025-09-11,00939,統一台灣高息動能,2001000,0,7670492,TWSE
2025-09-11,00940,元大台灣價值高息,12157100,0,42819341,TWSE
2025-09-11,00941,中信上游半導體,4528000,0,2018530,TWSE
2025-09-11,00943,兆豐電子高息等權,3000,0,144926,TWSE
2025-09-11,00944,野村趨勢動能高息,1990,0,-1974,TWSE
2025-09-11,00945B,凱基美國非投等債,735000,0,240927,TWSE
2025-09-11,00946,群益科技高息成長,2817000,0,17728455,TWSE
2025-09-11,00947,台新臺灣IC設計,1168000,0,1862428,TWSE
2025-09-11,00949,復華日本龍頭,-141000,0,1137085,TWSE
2025-09-11,00951,台新日本半導體,1093000,0,3441884,TWSE
2025-09-11,00952,凱基台灣AI50,428000,0,1524552,TWSE
2025-09-11,00953B,群益優選非投等債,6130000,-6000000,4937819,TWSE
2025-09-11,00954,中信日本半導體,658000,0,1640550,TWSE
2025-09-11,00956,中信日經高股息,-2000,0,93004,TWSE
2025-09-11,00960,野村全球航運龍頭,-8000,0,433846,TWSE
2025-09-11,00961,FT臺灣永續高息,2597000,0,2699089,TWSE
2025-09-11,00962,台新AI優息動能,-302000,0,677034,TWSE
2025-09-11,00963,中信全球高股息,0,0,-909000,TWSE
2025-09-11,00964,中信亞太高股息,-4000,0,-115035,TWSE
2025-09-11,00965,元大航太防衛科技,957120,0,-1034592,TWSE
2025-09-11,00971,野村美國研發龍頭,9000,0,672802,TWSE
2025-09-11,00972,野村日本動能高息,0,0,6958,TWSE
2025-09-11,00980A,主動野村臺灣優選,59100,0,4002958,TWSE
2025-09-11,00981A,主動統一台股增長,-359770,0,20756762,TWSE
2025-09-11,00982A,主動群益台灣強棒,1770075,0,32127481,TWSE
2025-09-11,00983A,主動中信ARK創新,-317000,0,241520,TWSE
2025-09-11,00984A,主動安聯台灣高息,-33000,0,-51221,TWSE
2025-09-11,00985A,主動野村台灣50,-117700,0,-1438739,TWSE
2025-09-11,00985B,群益ESG投等債0-5,1500,0,33907625,TWSE
2025-09-11,00986A,主動台新龍頭成長,76000,0,513540,TWSE
2025-09-11,01004T,土銀富邦R2,-2000,0,0,TWSE
2025-09-11,01009T,王道圓滿R1,1000,0,-979000,TWSE
2025-09-11,01010T,京城樂富R1,0,0,0,TWSE
2025-09-11,02001L,富邦蘋果正二N,0,0,-32000,TWSE
2025-09-11,02001R,富邦蘋果反一N,0,0,-11000,TWSE
2025-09-11,1101,台泥,-7061850,-428000,-414130,TWSE
2025-09-11,1102,亞泥,-717630,-1021166,-598118,TWSE
2025-09-11,1103,嘉泥,-114000,0,-1000,TWSE
2025-09-11,1104,環泥,-1429854,0,-103938,TWSE
2025-09-11,1108,幸福,-49000,0,-215000,TWSE
2025-09-11,1109,信大,1000,0,-88,TWSE
2025-09-11,1110,東泥,-15000,0,0,TWSE
2025-09-11,1201,味全,-198000,0,11742,TWSE
2025-09-11,1203,味王,4000,0,-1000,TWSE
2025-09-11,1210,大成,-302000,-49000,-1000,TWSE
2025-09-11,1213,大飲,-9000,0,0,TWSE
2025-09-11,1215,卜蜂,89876,0,-8990,TWSE
2025-09-11,1216,統一,-1103575,-280264,-594161,TWSE
2025-09-11,1217,愛之味,-17000,0,-225000,TWSE
2025-09-11,1218,泰山,878000,0,-124283,TWSE
2025-09-11,1219,福壽,4000,0,0,TWSE
2025-09-11,1220,台榮,-64000,0,0,TWSE
2025-09-11,1225,福懋油,23000,0,-11000,TWSE
2025-09-11,1227,佳格,-97000,0,-63,TWSE
2025-09-11,1229,聯華,-558974,0,26496,TWSE
2025-09-11,1231,聯華食,-70000,0,-1000,TWSE
2025-09-11,1232,大統益,-13000,0,1000,TWSE
2025-09-11,1233,天仁,-5000,0,0,TWSE
2025-09-11,1234,黑松,-111000,0,-384,TWSE
2025-09-11,1235,興泰,-1000,0,1000,TWSE
2025-09-11,1236,宏亞,1000,0,0,TWSE
2025-09-11,1256,鮮活果汁-KY,15000,0,-991,TWSE
2025-09-11,1301,台塑,-3413737,-134200,-815529,TWSE
2025-09-11,1303,南亞,682051,247851,-595317,TWSE
2025-09-11,1304,台聚,-749000,0,14176,TWSE
2025-09-11,1305,華夏,-190000,0,5000,TWSE
2025-09-11,1307,三芳,-442000,-8550,101000,TWSE
2025-09-11,1308,亞聚,-1189154,0,-114,TWSE
2025-09-11,1309,台達化,-387000,0,2519,TWSE
2025-09-11,1310,台苯,-156000,0,-131457,TWSE
2025-09-11,1312,國喬,-1446000,0,-192954,TWSE
2025-09-11,1313,聯成,-119000,0,-234000,TWSE
2025-09-11,1314,中石化,-11539000,0,-513246,TWSE
2025-09-11,1315,達新,-1000,0,0,TWSE
2025-09-11,1316,上曜,-727000,0,-24176,TWSE
2025-09-11,1319,東陽,-658220,-1125073,-141250,TWSE
2025-09-11,1321,大洋,-33000,0,0,TWSE
2025-09-11,1323,永裕,2000,0,0,TWSE
2025-09-11,1324,地球,-9000,0,-3000,TWSE
2025-09-11,1325,恆大,-47000,0,0,TWSE
2025-09-11,1326,台化,2560000,-390000,-151296,TWSE
2025-09-11,1337,再生-KY,-48950,0,2000,TWSE
2025-09-11,1338,廣華-KY,-48000,0,-2000,TWSE
2025-09-11,1339,昭輝,-23967,0,-13843,TWSE
2025-09-11,1340,勝悅-KY,-24000,0,0,TWSE
2025-09-11,1341,富林-KY,-2962,0,1000,TWSE
2025-09-11,1342,八貫,-47000,0,-82,TWSE
2025-09-11,1402,遠東新,514400,-190000,-211000,TWSE
2025-09-11,1409,新纖,875000,0,-478026,TWSE
2025-09-11,1410,南染,-2000,0,-1000,TWSE
2025-09-11,1414,東和,31000,0,-116000,TWSE
2025-09-11,1416,廣豐,-59000,0,0,TWSE
2025-09-11,1417,嘉裕,13000,0,0,TWSE
2025-09-11,1418,東華,-1000,0,0,TWSE
2025-09-11,1419,新紡,-228000,0,-16554,TWSE
2025-09-11,1423,利華,6000,0,0,TWSE
2025-09-11,1432,大魯閣,-20000,0,0,TWSE
2025-09-11,1434,福懋,-1244000,-35000,9471,TWSE
2025-09-11,1436,華友聯,-1998,0,-30,TWSE
2025-09-11,1437,勤益控,-30000,0,-6000,TWSE
2025-09-11,1438,三地開發,0,0,0,TWSE
2025-09-11,1439,雋揚,0,0,1000,TWSE
2025-09-11,1440,南紡,164000,0,-187896,TWSE
2025-09-11,1442,名軒,-266000,0,-3000,TWSE
2025-09-11,1444,力麗,-550613,0,-10144,TWSE
2025-09-11,1445,大宇,-4000,0,1000,TWSE
2025-09-11,1446,宏和,-175000,0,-17000,TWSE
2025-09-11,1447,力鵬,51000,0,0,TWSE
2025-09-11,1449,佳和,-625000,0,-7977,TWSE
2025-09-11,1451,年興,-90000,0,0,TWSE
2025-09-11,1452,宏益,-3000,0,0,TWSE
2025-09-11,1453,大將,9000,0,0,TWSE
2025-09-11,1454,台富,0,0,0,TWSE
2025-09-11,1455,集盛,2000,0,-81,TWSE
2025-09-11,1456,怡華,1000,0,-3000,TWSE
2025-09-11,1457,宜進,15000,0,0,TWSE
2025-09-11,1459,聯發,-2000,0,0,TWSE
2025-09-11,1460,宏遠,-217000,0,0,TWSE
2025-09-11,1463,強盛新,-191000,0,0,TWSE
2025-09-11,1464,得力,-430000,0,0,TWSE
2025-09-11,1465,偉全,-6000,0,-2000,TWSE
2025-09-11,1466,聚隆,52000,0,0,TWSE
2025-09-11,1467,南緯,-14000,0,0,TWSE
2025-09-11,1468,昶和,-15000,0,1000,TWSE
2025-09-11,1471,首利,-117000,0,0,TWSE
2025-09-11,1472,三洋實業,0,0,0,TWSE
2025-09-11,1473,台南,-33000,0,-1000,TWSE
2025-09-11,1474,弘裕,1000,0,-6000,TWSE
2025-09-11,1475,業旺,-32000,0,0,TWSE
2025-09-11,1476,儒鴻,-245900,-4171,-36368,TWSE
2025-09-11,1477,聚陽,457880,-134070,-60948,TWSE
2025-09-11,1503,士電,384005,-193,-224354,TWSE
2025-09-11,1504,東元,22150577,825457,-1707148,TWSE
2025-09-11,1506,正道,-40000,0,-1000,TWSE
2025-09-11,1512,瑞利,3000,0,-211,TWSE
2025-09-11,1513,中興電,-1565000,-11461,-189420,TWSE
2025-09-11,1514,亞力,636089,192000,3125,TWSE
2025-09-11,1515,力山,-100000,0,-1310,TWSE
2025-09-11,1516,川飛,-3000,0,2000,TWSE
2025-09-11,1517,利奇,-34000,0,-3838,TWSE
2025-09-11,1519,華城,-86069,-1147405,-67687,TWSE
2025-09-11,1521,大億,-4000,0,-1000,TWSE
2025-09-11,1522,堤維西,-356000,-117647,-3534,TWSE
2025-09-11,1522A,堤維西甲特,0,0,-19000,TWSE
2025-09-11,1524,耿鼎,-308000,0,0,TWSE
2025-09-11,1525,江申,1000,0,1000,TWSE
2025-09-11,1526,日馳,-20000,0,2000,TWSE
2025-09-11,1527,鑽全,-62000,0,-21000,TWSE
2025-09-11,1528,恩德,2712000,0,1000,TWSE
2025-09-11,1529,樂事綠能,-696000,0,-5000,TWSE
2025-09-11,1530,亞崴,1000,0,1000,TWSE
2025-09-11,1531,高林股,-5000,0,0,TWSE
2025-09-11,1532,勤美,1916000,-17116,-59928,TWSE
2025-09-11,1533,車王電,-59000,0,0,TWSE
2025-09-11,1535,中宇,-15000,0,-10000,TWSE
2025-09-11,1536,和大,-260000,0,-309947,TWSE
2025-09-11,1537,廣隆,-118000,-1000,-668,TWSE
2025-09-11,1539,巨庭,-97000,0,-2000,TWSE
2025-09-11,1540,喬福,-390000,0,-27000,TWSE
2025-09-11,1541,錩泰,-1000,0,0,TWSE
2025-09-11,1558,伸興,-30000,-982,-2139,TWSE
2025-09-11,1560,中砂,-288000,-409400,-104105,TWSE
2025-09-11,1563,巧新,-383000,0,1000,TWSE
2025-09-11,1568,倉佑,-7000,0,1000,TWSE
2025-09-11,1582,信錦,-240000,-6000,-4785,TWSE
2025-09-11,1583,程泰,-3000,0,3000,TWSE
2025-09-11,1587,吉茂,107000,0,-29000,TWSE
2025-09-11,1589,永冠-KY,-29000,0,1485,TWSE
2025-09-11,1590,亞德客-KY,-290130,-5000,3433,TWSE
2025-09-11,1597,直得,-629128,0,-24315,TWSE
2025-09-11,1598,岱宇,-61000,0,0,TWSE
2025-09-11,1603,華電,1040000,0,-74000,TWSE
2025-09-11,1604,聲寶,-1000,0,0,TWSE
2025-09-11,1605,華新,-5889956,-2374,-1244924,TWSE
2025-09-11,1608,華榮,-51950,0,-644277,TWSE
2025-09-11,1609,大亞,-818850,-6904,-528507,TWSE
2025-09-11,1611,中電,-319000,0,353,TWSE
2025-09-11,1612,宏泰,277000,0,-64827,TWSE
2025-09-11,1614,三洋電,-7000,0,1000,TWSE
2025-09-11,1615,大山,-49000,0,-7000,TWSE
2025-09-11,1616,億泰,253850,0,-52601,TWSE
2025-09-11,1617,榮星,-97000,0,0,TWSE
2025-09-11,1618,合機,-343000,0,-32032,TWSE
2025-09-11,1626,艾美特-KY,3000,0,2000,TWSE
2025-09-11,1702,南僑,-212970,0,1102,TWSE
2025-09-11,1707,葡萄王,15000,0,2637,TWSE
2025-09-11,1708,東鹼,-995000,0,-16418,TWSE
2025-09-11,1709,和益,-197817,0,-11000,TWSE
2025-09-11,1710,東聯,-1106000,0,-8972,TWSE
2025-09-11,1711,永光,-3292060,0,-412414,TWSE
2025-09-11,1712,興農,6000,0,-6336,TWSE
2025-09-11,1713,國化,-56000,0,-4000,TWSE
2025-09-11,1714,和桐,-661000,0,0,TWSE
2025-09-11,1717,長興,-5036400,-12000,-1241736,TWSE
2025-09-11,1718,中纖,-1080000,0,-326997,TWSE
2025-09-11,1720,生達,-83837,-1000,-16159,TWSE
2025-09-11,1721,三晃,-791000,0,298,TWSE
2025-09-11,1722,台肥,-351000,-12000,-158,TWSE
2025-09-11,1723,中碳,-89000,0,0,TWSE
2025-09-11,1725,元禎,1000,0,0,TWSE
2025-09-11,1726,永記,5000,0,-1000,TWSE
2025-09-11,1727,中華化,43000,0,2677,TWSE
2025-09-11,1730,花仙子,0,0,-8000,TWSE
2025-09-11,1731,美吾華,-1000,0,0,TWSE
2025-09-11,1732,毛寶,-48000,0,0,TWSE
2025-09-11,1733,五鼎,27000,0,1000,TWSE
2025-09-11,1734,杏輝,-140700,0,0,TWSE
2025-09-11,1735,日勝化,-3950,0,443,TWSE
2025-09-11,1736,喬山,-180000,0,-55400,TWSE
2025-09-11,1737,臺鹽,31000,0,-74000,TWSE
2025-09-11,1752,南光,-23000,0,0,TWSE
2025-09-11,1760,寶齡富錦,-49000,0,0,TWSE
2025-09-11,1762,中化生,-180000,0,-423,TWSE
2025-09-11,1773,勝一,-79700,-58000,-2268,TWSE
2025-09-11,1776,展宇,-1000,0,0,TWSE
2025-09-11,1783,和康生,-8000,0,-981,TWSE
2025-09-11,1786,科妍,38000,0,-6529,TWSE
2025-09-11,1789,神隆,-34560,0,-23237,TWSE
2025-09-11,1795,美時,-614900,0,-76726,TWSE
2025-09-11,1802,台玻,7889266,-495000,-2858274,TWSE
2025-09-11,1805,寶徠,-22000,0,1000,TWSE
2025-09-11,1806,冠軍,-432000,-23545,-82000,TWSE
2025-09-11,1808,潤隆,-120000,0,-1379,TWSE
2025-09-11,1809,中釉,-492000,0,-119000,TWSE
2025-09-11,1810,和成,-728000,0,-59572,TWSE
2025-09-11,1817,凱撒衛,-25000,0,-10703,TWSE
2025-09-11,1903,士紙,-75000,0,0,TWSE
2025-09-11,1904,正隆,-484000,-15039,-107167,TWSE
2025-09-11,1905,華紙,783000,0,-4000,TWSE
2025-09-11,1906,寶隆,6000,0,2501,TWSE
2025-09-11,1907,永豐餘,120017,0,-71000,TWSE
2025-09-11,1909,榮成,32000,0,2922,TWSE
2025-09-11,2002,中鋼,-16084406,-388500,-1401589,TWSE
2025-09-11,2006,東和鋼鐵,-1538000,-113034,-122066,TWSE
2025-09-11,2007,燁興,-2000,0,9000,TWSE
2025-09-11,2008,高興昌,0,0,0,TWSE
2025-09-11,2009,第一銅,-562000,0,-30713,TWSE
2025-09-11,2010,春源,-133700,0,-106313,TWSE
2025-09-11,2012,春雨,-3000,0,0,TWSE
2025-09-11,2013,中鋼構,-24000,0,-7703,TWSE
2025-09-11,2014,中鴻,-1911000,0,-323075,TWSE
2025-09-11,2015,豐興,-39367,0,6210,TWSE
2025-09-11,2017,官田鋼,-83000,0,-1000,TWSE
2025-09-11,2020,美亞,-126000,0,-7746,TWSE
2025-09-11,2022,聚亨,-94000,0,3000,TWSE
2025-09-11,2023,燁輝,193000,0,-8000,TWSE
2025-09-11,2025,千興,-28000,0,0,TWSE
2025-09-11,2027,大成鋼,-7102678,-625000,-6065228,TWSE
2025-09-11,2028,威致,-13000,0,-1000,TWSE
2025-09-11,2029,盛餘,-249000,0,6000,TWSE
2025-09-11,2030,彰源,-128000,0,-1000,TWSE
2025-09-11,2031,新光鋼,-147000,-306000,-64549,TWSE
2025-09-11,2032,新鋼,-116000,0,1000,TWSE
2025-09-11,2033,佳大,1000,0,-1000,TWSE
2025-09-11,2034,允強,-680000,0,-50298,TWSE
2025-09-11,2038,海光,-212000,0,0,TWSE
2025-09-11,2049,上銀,-2032790,-284,-132262,TWSE
2025-09-11,2059,川湖,14791,38964,-12078,TWSE
2025-09-11,2062,橋椿,-252000,-3000,-89721,TWSE
2025-09-11,2069,運錩,-200000,0,-8000,TWSE
2025-09-11,2102,泰豐,-222000,0,-5000,TWSE
2025-09-11,2103,台橡,-782000,0,-1554,TWSE
2025-09-11,2104,國際中橡,-901000,0,-181806,TWSE
2025-09-11,2105,正新,33355,-1632772,-609983,TWSE
2025-09-11,2106,建大,-184000,0,5854,TWSE
2025-09-11,2107,厚生,-128000,0,-13000,TWSE
2025-09-11,2108,南帝,-152005,0,-16240,TWSE
2025-09-11,2109,華豐,-2000,0,-26000,TWSE
2025-09-11,2114,鑫永銓,-9547,0,0,TWSE
2025-09-11,2115,六暉-KY,1000,0,0,TWSE
2025-09-11,2201,裕隆,-2734000,-1000,-161676,TWSE
2025-09-11,2204,中華,-343000,121453,-4271,TWSE
2025-09-11,2206,三陽工業,-813000,-97854,-7722,TWSE
2025-09-11,2207,和泰車,10511,-10000,2145,TWSE
2025-09-11,2208,台船,-3504000,1000,-275000,TWSE
2025-09-11,2211,長榮鋼,193000,-4220,-28000,TWSE
2025-09-11,2227,裕日車,-1016,0,1000,TWSE
2025-09-11,2228,劍麟,-9000,0,-9565,TWSE
2025-09-11,2231,為升,553729,290000,-176761,TWSE
2025-09-11,2233,宇隆,438000,-1000,-13362,TWSE
2025-09-11,2236,百達-KY,-86000,0,0,TWSE
2025-09-11,2239,英利-KY,-16000,0,884,TWSE
2025-09-11,2241,艾姆勒,-137000,0,0,TWSE
2025-09-11,2243,宏旭-KY,13000,0,-3000,TWSE
2025-09-11,2247,汎德永業,-80000,0,-2389,TWSE
2025-09-11,2250,IKKA-KY,-248000,0,-4000,TWSE
2025-09-11,2258,鴻華先進-創,-36000,0,7000,TWSE
2025-09-11,2301,光寶科,15751934,1129413,-1274394,TWSE
2025-09-11,2302,麗正,27000,0,735,TWSE
2025-09-11,2303,聯電,3192246,-4595252,-1653104,TWSE
2025-09-11,2305,全友,-198000,0,0,TWSE
2025-09-11,2308,台達電,-2414510,-153781,-250957,TWSE
2025-09-11,2312,金寶,-1181300,-35000,-60893,TWSE
2025-09-11,2313,華通,7634120,-1176000,-386919,TWSE
2025-09-11,2314,台揚,64000,0,0,TWSE
2025-09-11,2316,楠梓電,468,0,-45870,TWSE
2025-09-11,2317,鴻海,70509309,-1192760,217766,TWSE
2025-09-11,2321,東訊,0,0,-13,TWSE
2025-09-11,2323,中環,-1240000,-35000,-205641,TWSE
2025-09-11,2324,仁寶,2711110,-2553000,-1012792,TWSE
2025-09-11,2327,國巨*,-3750781,-122988,-895788,TWSE
2025-09-11,2328,廣宇,-1588500,-25000,-998423,TWSE
2025-09-11,2329,華泰,1577250,0,-264734,TWSE
