date,code,name,foreign_net,trust_net,dealer_net,market
2026-04-01,1337,再生-KY,106000,0,20000,TWSE
2026-04-01,1338,廣華-KY,-177000,0,-601,TWSE
2026-04-01,1339,昭輝,-9000,0,1631,TWSE
2026-04-01,1340,勝悅-KY,-91999,0,-11000,TWSE
2026-04-01,1341,富林-KY,-3000,0,2000,TWSE
2026-04-01,1342,八貫,65000,0,5000,TWSE
2026-04-01,1402,遠東新,-40491,219000,447879,TWSE
2026-04-01,1409,新纖,1100000,0,12616,TWSE
2026-04-01,1410,南染,-3000,0,3000,TWSE
2026-04-01,1413,宏洲,-10000,0,0,TWSE
2026-04-01,1414,東和,-88000,0,16000,TWSE
2026-04-01,1416,廣豐,8000,0,7000,TWSE
2026-04-01,1417,嘉裕,24000,0,5000,TWSE
2026-04-01,1418,東華,-5000,0,1000,TWSE
2026-04-01,1419,新紡,38000,0,10683,TWSE
2026-04-01,1423,利華,5000,0,5000,TWSE
2026-04-01,1432,大魯閣,13000,0,3000,TWSE
2026-04-01,1434,福懋,598000,72000,72000,TWSE
2026-04-01,1435,中福,-3000,0,3000,TWSE
2026-04-01,1436,華友聯,85000,0,6000,TWSE
2026-04-01,1437,勤益控,23000,0,-37000,TWSE
2026-04-01,1438,三地開發,-8000,0,4000,TWSE
2026-04-01,1439,雋揚,-9000,0,3000,TWSE
2026-04-01,1440,南紡,306000,0,118000,TWSE
2026-04-01,1441,大東,-1000,0,-1000,TWSE
2026-04-01,1442,名軒,-19000,0,4000,TWSE
2026-04-01,1443,立益物流,-9000,0,5000,TWSE
2026-04-01,1444,力麗,109000,0,61000,TWSE
2026-04-01,1445,大宇,35000,0,1000,TWSE
2026-04-01,1446,宏和,65000,0,-46000,TWSE
2026-04-01,1447,力鵬,-78000,0,22000,TWSE
2026-04-01,1449,佳和,2000,0,2753,TWSE
2026-04-01,1451,年興,8000,0,7000,TWSE
2026-04-01,1452,宏益,0,0,3000,TWSE
2026-04-01,1453,大將,18000,0,2000,TWSE
2026-04-01,1454,台富,7000,0,4000,TWSE
2026-04-01,1455,集盛,88000,0,30167,TWSE
2026-04-01,1456,怡華,59000,0,-237,TWSE
2026-04-01,1457,宜進,-8000,0,21000,TWSE
2026-04-01,1459,聯發,-14000,0,15000,TWSE
2026-04-01,1460,宏遠,22000,0,16000,TWSE
2026-04-01,1463,強盛新,28000,0,5000,TWSE
2026-04-01,1464,得力,21001,0,25000,TWSE
2026-04-01,1465,偉全,5000,0,8000,TWSE
2026-04-01,1466,聚隆,-41000,0,3000,TWSE
2026-04-01,1467,南緯,6000,0,16000,TWSE
2026-04-01,1468,昶和,-7000,0,5000,TWSE
2026-04-01,1470,大統新創,-5000,0,3000,TWSE
2026-04-01,1471,首利,28000,0,8000,TWSE
2026-04-01,1472,三洋實業,-1000,0,3000,TWSE
2026-04-01,1473,台南,33000,0,7000,TWSE
2026-04-01,1474,弘裕,4000,0,4000,TWSE
2026-04-01,1475,業旺,-1000,0,2000,TWSE
2026-04-01,1476,儒鴻,361497,0,21656,TWSE
2026-04-01,1477,聚陽,1193469,0,17291,TWSE
2026-04-01,1503,士電,-10368,0,20445,TWSE
2026-04-01,1504,東元,2037196,-100000,176610,TWSE
2026-04-01,1506,正道,37000,0,8000,TWSE
2026-04-01,1512,瑞利,26000,0,14000,TWSE
2026-04-01,1513,中興電,2498475,0,103610,TWSE
2026-04-01,1514,亞力,30071,0,-6212,TWSE
2026-04-01,1515,力山,52000,0,9000,TWSE
2026-04-01,1516,川飛,25000,0,1000,TWSE
2026-04-01,1517,利奇,3000,0,-66703,TWSE
2026-04-01,1519,華城,1128311,-79000,30869,TWSE
2026-04-01,1521,大億,-1000,0,3000,TWSE
2026-04-01,1522,堤維西,144000,0,16000,TWSE
2026-04-01,1524,耿鼎,130000,0,5000,TWSE
2026-04-01,1525,江申,-2000,0,2299,TWSE
2026-04-01,1526,日馳,3000,0,1000,TWSE
2026-04-01,1527,鑽全,29000,0,4000,TWSE
2026-04-01,1528,恩德,864200,-3000,-449185,TWSE
2026-04-01,1529,樂事綠能,-121000,0,2988,TWSE
2026-04-01,1530,亞崴,-8000,0,5000,TWSE
2026-04-01,1531,高林股,35000,0,9000,TWSE
2026-04-01,1532,勤美,37000,0,-18000,TWSE
2026-04-01,1533,車王電,15000,0,3000,TWSE
2026-04-01,1535,中宇,7000,0,17000,TWSE
2026-04-01,1536,和大,-202171,0,-66838,TWSE
2026-04-01,1537,廣隆,0,0,5000,TWSE
2026-04-01,1539,巨庭,6000,0,9000,TWSE
2026-04-01,1540,喬福,19000,0,18000,TWSE
2026-04-01,1541,錩泰,2000,0,6000,TWSE
2026-04-01,1558,伸興,-4000,0,7000,TWSE
2026-04-01,1560,中砂,395310,-3000,193925,TWSE
2026-04-01,1563,巧新,-177000,0,3874,TWSE
2026-04-01,1568,倉佑,17000,0,5000,TWSE
2026-04-01,1582,信錦,-1030000,662000,104410,TWSE
2026-04-01,1583,程泰,-9000,0,4000,TWSE
2026-04-01,1587,吉茂,-71000,0,955,TWSE
2026-04-01,1589,永冠-KY,673957,0,0,TWSE
2026-04-01,1590,亞德客-KY,-54350,-50000,106746,TWSE
2026-04-01,1597,直得,25000,0,7442,TWSE
2026-04-01,1598,岱宇,-213000,0,9057,TWSE
2026-04-01,1603,華電,26000,0,-8000,TWSE
2026-04-01,1604,聲寶,92000,0,14000,TWSE
2026-04-01,1605,華新,2463000,-543000,201873,TWSE
2026-04-01,1608,華榮,398000,0,18858,TWSE
2026-04-01,1609,大亞,364166,0,40666,TWSE
2026-04-01,1611,中電,47000,0,73997,TWSE
2026-04-01,1612,宏泰,29000,0,38215,TWSE
2026-04-01,1614,三洋電,9000,0,15000,TWSE
2026-04-01,1615,大山,27000,0,12000,TWSE
2026-04-01,1616,億泰,113000,0,4020,TWSE
2026-04-01,1617,榮星,-3000,0,5248,TWSE
2026-04-01,1618,合機,230000,0,4948,TWSE
2026-04-01,1623,大東電,38000,0,3000,TWSE
2026-04-01,1626,艾美特-KY,27000,0,1000,TWSE
2026-04-01,1702,南僑,62000,0,30000,TWSE
2026-04-01,1707,葡萄王,21000,0,24000,TWSE
2026-04-01,1708,東鹼,953300,0,-13154,TWSE
2026-04-01,1709,和益,20000,0,64000,TWSE
2026-04-01,1710,東聯,165000,0,77752,TWSE
2026-04-01,1711,永光,35300,0,18900,TWSE
2026-04-01,1712,興農,-4000,0,-23606,TWSE
2026-04-01,1713,國化,10000,0,7000,TWSE
2026-04-01,1714,和桐,100000,0,71000,TWSE
2026-04-01,1717,長興,1821900,0,149037,TWSE
2026-04-01,1718,中纖,269000,0,100000,TWSE
2026-04-01,1720,生達,247000,0,-6958,TWSE
2026-04-01,1721,三晃,-16000,0,5000,TWSE
2026-04-01,1722,台肥,771000,0,16000,TWSE
2026-04-01,1723,中碳,462999,0,116000,TWSE
2026-04-01,1725,元禎,-40000,0,5000,TWSE
2026-04-01,1726,永記,-1000,0,7000,TWSE
2026-04-01,1727,中華化,-45327,-1000,8884,TWSE
2026-04-01,1730,花仙子,0,0,5000,TWSE
2026-04-01,1731,美吾華,7000,0,4000,TWSE
2026-04-01,1732,毛寶,-1000,0,1000,TWSE
2026-04-01,1733,五鼎,46000,0,28000,TWSE
2026-04-01,1734,杏輝,487000,0,34000,TWSE
2026-04-01,1735,日勝化,11000,0,9000,TWSE
2026-04-01,1736,喬山,-64000,0,20984,TWSE
2026-04-01,1737,臺鹽,86000,0,32000,TWSE
2026-04-01,1752,南光,-12000,0,6000,TWSE
2026-04-01,1760,寶齡富錦,62000,0,6000,TWSE
2026-04-01,1762,中化生,14000,0,4396,TWSE
2026-04-01,1773,勝一,102000,-200,35500,TWSE
2026-04-01,1776,展宇,-3000,0,2000,TWSE
2026-04-01,1783,和康生,11000,0,3995,TWSE
2026-04-01,1786,科妍,29100,0,4348,TWSE
2026-04-01,1789,神隆,351000,0,38000,TWSE
2026-04-01,1795,美時,353504,-14000,-14730,TWSE
2026-04-01,1802,台玻,4449500,0,-144657,TWSE
2026-04-01,1805,寶徠,7000,0,9000,TWSE
2026-04-01,1806,冠軍,-60000,0,17000,TWSE
2026-04-01,1808,潤隆,74000,0,61000,TWSE
2026-04-01,1809,中釉,168000,0,3933,TWSE
2026-04-01,1810,和成,115000,0,15000,TWSE
2026-04-01,1817,凱撒衛,6000,0,10111,TWSE
2026-04-01,1903,士紙,55000,0,25013,TWSE
2026-04-01,1904,正隆,329000,0,45998,TWSE
2026-04-01,1905,華紙,1195000,0,-188199,TWSE
2026-04-01,1906,寶隆,-217000,0,-5730,TWSE
2026-04-01,1907,永豐餘,449000,0,120023,TWSE
2026-04-01,1909,榮成,855592,0,112759,TWSE
2026-04-01,2002,中鋼,18820902,29514,2282623,TWSE
2026-04-01,2006,東和鋼鐵,1114000,7000,-530285,TWSE
2026-04-01,2007,燁興,29000,0,9000,TWSE
2026-04-01,2008,高興昌,-13000,0,8000,TWSE
2026-04-01,2009,第一銅,540960,-2000,26914,TWSE
2026-04-01,2010,春源,362000,0,16000,TWSE
2026-04-01,2012,春雨,-3000,0,7000,TWSE
2026-04-01,2013,中鋼構,14000,0,14348,TWSE
2026-04-01,2014,中鴻,1335000,0,98397,TWSE
2026-04-01,2015,豐興,253000,0,61000,TWSE
2026-04-01,2017,官田鋼,26000,0,22000,TWSE
2026-04-01,2020,美亞,162000,0,13000,TWSE
2026-04-01,2022,聚亨,-51000,0,19000,TWSE
2026-04-01,2023,燁輝,258000,0,133592,TWSE
2026-04-01,2024,志聯,-5000,0,3000,TWSE
2026-04-01,2025,千興,25000,0,4000,TWSE
2026-04-01,2027,大成鋼,-2437000,0,-75808,TWSE
2026-04-01,2028,威致,6000,0,11000,TWSE
2026-04-01,2029,盛餘,67000,0,17000,TWSE
2026-04-01,2030,彰源,482516,0,26802,TWSE
2026-04-01,2031,新光鋼,66000,0,18000,TWSE
2026-04-01,2032,新鋼,62000,0,3000,TWSE
2026-04-01,2033,佳大,19000,0,2000,TWSE
2026-04-01,2034,允強,208000,0,2000,TWSE
2026-04-01,2038,海光,18000,0,9000,TWSE
2026-04-01,2049,上銀,1127561,15000,29962,TWSE
2026-04-01,2059,川湖,44048,125013,12929,TWSE
2026-04-01,2062,橋椿,4000,0,59000,TWSE
2026-04-01,2069,運錩,-18000,0,13000,TWSE
2026-04-01,2072,世紀風電,-180945,0,4000,TWSE
2026-04-01,2101,南港,850000,0,109000,TWSE
2026-04-01,2102,泰豐,306000,0,53000,TWSE
2026-04-01,2103,台橡,864000,0,72901,TWSE
2026-04-01,2104,國際中橡,945000,0,57143,TWSE
2026-04-01,2105,正新,5937000,1000,234725,TWSE
2026-04-01,2106,建大,171000,0,41000,TWSE
2026-04-01,2107,厚生,36000,0,20000,TWSE
2026-04-01,2108,南帝,121000,0,57258,TWSE
2026-04-01,2109,華豐,3000,0,20000,TWSE
2026-04-01,2114,鑫永銓,-8000,0,2000,TWSE
2026-04-01,2115,六暉-KY,3000,0,0,TWSE
2026-04-01,2201,裕隆,555000,0,11116,TWSE
2026-04-01,2204,中華,703000,60000,47000,TWSE
2026-04-01,2206,三陽工業,270000,-67000,43051,TWSE
2026-04-01,2207,和泰車,55941,63,49073,TWSE
2026-04-01,2208,台船,-806000,-3000,-49000,TWSE
2026-04-01,2211,長榮鋼,-98000,50000,16445,TWSE
2026-04-01,2227,裕日車,-21000,0,13000,TWSE
2026-04-01,2228,劍麟,25000,0,2000,TWSE
2026-04-01,2231,為升,197055,0,55681,TWSE
2026-04-01,2233,宇隆,139000,-1000,21918,TWSE
2026-04-01,2236,百達-KY,-231000,0,62000,TWSE
2026-04-01,2239,英利-KY,-44000,0,8937,TWSE
2026-04-01,2241,艾姆勒,-57000,0,5000,TWSE
2026-04-01,2243,宏旭-KY,27000,0,39000,TWSE
2026-04-01,2247,汎德永業,11000,0,2000,TWSE
2026-04-01,2248,華勝-KY,-4000,0,2000,TWSE
2026-04-01,2250,IKKA-KY,1000,0,878,TWSE
2026-04-01,2254,巨鎧精密-創,-2000,0,1001,TWSE
2026-04-01,2258,鴻華先進-創,212000,0,92779,TWSE
2026-04-01,2301,光寶科,3327454,-326563,231263,TWSE
2026-04-01,2302,麗正,-4000,0,25000,TWSE
2026-04-01,2303,聯電,-11625767,-4122878,1251292,TWSE
2026-04-01,2305,全友,-370000,0,19803,TWSE
2026-04-01,2308,台達電,440952,483474,526025,TWSE
2026-04-01,2312,金寶,1959107,4000,-99000,TWSE
2026-04-01,2313,華通,-7883908,4843978,1673787,TWSE
2026-04-01,2314,台揚,-30055,0,0,TWSE
2026-04-01,2316,楠梓電,-188000,0,20077,TWSE
2026-04-01,2317,鴻海,10467011,59177,2463076,TWSE
2026-04-01,2323,中環,907000,0,126921,TWSE
2026-04-01,2324,仁寶,54231,148000,-1835642,TWSE
2026-04-01,2327,國巨*,2067693,-512864,120380,TWSE
2026-04-01,2328,廣宇,593999,-1000,93458,TWSE
2026-04-01,2329,華泰,-1217492,-9000,184643,TWSE
2026-04-01,2330,台積電,6181282,633380,2462791,TWSE
2026-04-01,2331,精英,328000,1000,27000,TWSE
2026-04-01,2332,友訊,-1239000,0,18744,TWSE
2026-04-01,2337,旺宏,-2530930,-486,-111218,TWSE
2026-04-01,2338,光罩,-221000,0,-108350,TWSE
2026-04-01,2340,台亞,-86000,0,9396,TWSE
2026-04-01,2342,茂矽,-142000,0,2059,TWSE
2026-04-01,2344,華邦電,-30628869,-6638239,-3720452,TWSE
2026-04-01,2345,智邦,-105419,385041,106348,TWSE
2026-04-01,2347,聯強,502990,1651000,174025,TWSE
2026-04-01,2348,海悅,42000,0,24307,TWSE
2026-04-01,2349,錸德,-179941,0,16000,TWSE
2026-04-01,2351,順德,564000,0,227779,TWSE
2026-04-01,2352,佳世達,1331000,-154000,224867,TWSE
2026-04-01,2353,宏碁,-3462983,89000,32396,TWSE
2026-04-01,2354,鴻準,2352000,1000,123041,TWSE
2026-04-01,2355,敬鵬,-4359010,-1000,-145780,TWSE
2026-04-01,2356,英業達,1004678,251000,191834,TWSE
2026-04-01,2357,華碩,-265183,370471,5268,TWSE
2026-04-01,2359,所羅門,101607,0,10259,TWSE
2026-04-01,2360,致茂,525128,-32277,-23245,TWSE
2026-04-01,2362,藍天,97000,1000,-92,TWSE
2026-04-01,2363,矽統,538050,1000,36688,TWSE
2026-04-01,2364,倫飛,5001,0,253,TWSE
2026-04-01,2365,昆盈,244000,0,-8396,TWSE
2026-04-01,2367,燿華,-2761550,-9104,-496612,TWSE
2026-04-01,2368,金像電,180953,1103779,252598,TWSE
2026-04-01,2369,菱生,-4647000,-1000,21985,TWSE
2026-04-01,2371,大同,-2679318,4500,39236,TWSE
2026-04-01,2373,震旦行,6000,0,8000,TWSE
2026-04-01,2374,佳能,290658,-1000,9578,TWSE
2026-04-01,2375,凱美,72000,0,5450,TWSE
2026-04-01,2376,技嘉,963134,11000,92263,TWSE
2026-04-01,2377,微星,1111556,117000,183310,TWSE
2026-04-01,2379,瑞昱,133668,91317,27179,TWSE
2026-04-01,2382,廣達,4859520,1127877,672665,TWSE
2026-04-01,2383,台光電,114139,242524,11275,TWSE
2026-04-01,2385,群光,-738349,331251,137367,TWSE
2026-04-01,2387,精元,52000,0,-21000,TWSE
2026-04-01,2388,威盛,-497000,0,109409,TWSE
2026-04-01,2390,云辰,-35000,0,6625,TWSE
2026-04-01,2392,正崴,229000,0,95571,TWSE
2026-04-01,2393,億光,478001,0,4319,TWSE
2026-04-01,2395,研華,-94978,255651,47433,TWSE
2026-04-01,2397,友通,15000,-1000,5000,TWSE
2026-04-01,2399,映泰,-123990,-3000,10000,TWSE
2026-04-01,2401,凌陽,555001,-1000,41777,TWSE
2026-04-01,2402,毅嘉,883921,-7000,213299,TWSE
2026-04-01,2404,漢唐,-470990,-60907,6385,TWSE
2026-04-01,2405,輔信,-92000,0,45000,TWSE
2026-04-01,2406,國碩,-2176097,0,39384,TWSE
2026-04-01,2408,南亞科,1340278,-2140747,1127949,TWSE
2026-04-01,2409,友達,33792350,-9000,3753576,TWSE
2026-04-01,2412,中華電,1755572,-3033694,643360,TWSE
2026-04-01,2413,環科,-574000,-1000,-4898,TWSE
2026-04-01,2414,精技,18000,0,4000,TWSE
2026-04-01,2415,錩新,218000,0,-15000,TWSE
2026-04-01,2417,圓剛,97001,0,4484,TWSE
2026-04-01,2419,仲琦,-341500,0,503761,TWSE
2026-04-01,2420,新巨,6000,0,27000,TWSE
2026-04-01,2421,建準,39362,-684,19319,TWSE
2026-04-01,2423,固緯,1000,0,7000,TWSE
2026-04-01,2424,隴華,-18000,0,1000,TWSE
2026-04-01,2425,承啟,27000,0,3000,TWSE
2026-04-01,2426,鼎元,-53000,0,7000,TWSE
2026-04-01,2427,三商電,115000,0,5000,TWSE
2026-04-01,2428,興勤,31000,-429,9079,TWSE
2026-04-01,2429,銘旺科,57000,0,1000,TWSE
2026-04-01,2430,燦坤,2000,0,4000,TWSE
2026-04-01,2431,聯昌,166000,0,2989,TWSE
2026-04-01,2432,倚天酷碁-創,-3000,0,0,TWSE
2026-04-01,2433,互盛電,2000,0,9000,TWSE
2026-04-01,2434,統懋,16000,0,0,TWSE
2026-04-01,2436,偉詮電,-36000,0,46223,TWSE
2026-04-01,2438,翔耀,-16400,0,2000,TWSE
2026-04-01,2439,美律,270000,1100,14501,TWSE
2026-04-01,2440,太空梭,-6000,0,2000,TWSE
2026-04-01,2441,超豐,-325000,-51000,34725,TWSE
2026-04-01,2442,新美齊,516331,0,64000,TWSE
2026-04-01,2444,兆勁,-25000,0,3000,TWSE
2026-04-01,2449,京元電子,826388,-635524,193084,TWSE
2026-04-01,2450,神腦,-16000,-2000,36000,TWSE
2026-04-01,2451,創見,-353000,166900,52583,TWSE
2026-04-01,2453,凌群,107001,0,16000,TWSE
2026-04-01,2454,聯發科,-3537117,-62973,135768,TWSE
2026-04-01,2455,全新,3252732,151000,51388,TWSE
2026-04-01,2457,飛宏,278002,0,59724,TWSE
2026-04-01,2458,義隆,-193995,18000,6450,TWSE
2026-04-01,2459,敦吉,4000,-1000,-4000,TWSE
2026-04-01,2460,建通,41001,0,9000,TWSE
2026-04-01,2461,光群雷,-56000,0,5000,TWSE
2026-04-01,2462,良得電,14000,0,4000,TWSE
2026-04-01,2464,盟立,-170474,-1000,14287,TWSE
2026-04-01,2465,麗臺,-52000,0,4000,TWSE
2026-04-01,2466,冠西電,2000,-2000,4000,TWSE
2026-04-01,2467,志聖,-1249490,59143,-104276,TWSE
2026-04-01,2468,華經,41000,0,999,TWSE
2026-04-01,2471,資通,147000,0,13000,TWSE
2026-04-01,2472,立隆電,160980,-634,211942,TWSE
2026-04-01,2474,可成,-815657,166800,21220,TWSE
2026-04-01,2476,鉅祥,109000,0,20175,TWSE
2026-04-01,2477,美隆電,42000,0,9000,TWSE
2026-04-01,2478,大毅,5000,-904,1958,TWSE
2026-04-01,2480,敦陽科,31000,0,9170,TWSE
2026-04-01,2481,強茂,-2099550,922000,30948,TWSE
2026-04-01,2482,連宇,-20000,0,4000,TWSE
2026-04-01,2483,百容,-15000,0,6000,TWSE
2026-04-01,2484,希華,-1315000,0,36290,TWSE
2026-04-01,2485,兆赫,-1413195,0,-78417,TWSE
2026-04-01,2486,一詮,153300,0,106000,TWSE
2026-04-01,2488,漢平,115000,0,-5130,TWSE
2026-04-01,2489,瑞軒,3039079,-395000,814847,TWSE
2026-04-01,2491,吉祥全,-37000,0,5000,TWSE
2026-04-01,2492,華新科,-1528750,33000,41414,TWSE
2026-04-01,2493,揚博,38676,-1000,8253,TWSE
2026-04-01,2495,普安,-655000,-4000,-47956,TWSE
2026-04-01,2496,卓越,-1000,0,-5000,TWSE
2026-04-01,2497,怡利電,-24000,-2000,5000,TWSE
2026-04-01,2498,宏達電,1652000,0,349640,TWSE
2026-04-01,2501,國建,134000,15000,109993,TWSE
2026-04-01,2504,國產,-27000,0,100365,TWSE
2026-04-01,2505,國揚,320000,0,55000,TWSE
2026-04-01,2506,太設,-21000,0,18000,TWSE
2026-04-01,2509,全坤建,31000,0,7000,TWSE
2026-04-01,2511,太子,-127000,0,129000,TWSE
2026-04-01,2514,龍邦,31000,0,21966,TWSE
2026-04-01,2515,中工,834997,0,89589,TWSE
2026-04-01,2516,新建,-64000,0,12000,TWSE
2026-04-01,2520,冠德,-77000,0,68881,TWSE
2026-04-01,2524,京城,1000,0,13000,TWSE
2026-04-01,2527,宏璟,157000,0,-1070,TWSE
2026-04-01,2528,皇普,-280650,0,-10000,TWSE
2026-04-01,2530,華建,111998,0,-16000,TWSE
2026-04-01,2534,宏盛,-264950,0,68532,TWSE
2026-04-01,2535,達欣工,-249999,0,93617,TWSE
2026-04-01,2536,宏普,161000,0,49000,TWSE
2026-04-01,2537,聯上發,241000,0,11000,TWSE
2026-04-01,2538,基泰,68000,0,11000,TWSE
2026-04-01,2539,櫻花建,-56000,0,53533,TWSE
2026-04-01,2540,愛山林,346000,0,58000,TWSE
2026-04-01,2542,興富發,1086000,0,174628,TWSE
2026-04-01,2543,皇昌,-70000,0,15321,TWSE
2026-04-01,2545,皇翔,4000,0,26000,TWSE
2026-04-01,2546,根基,-9000,0,24000,TWSE
2026-04-01,2547,日勝生,-555000,0,42977,TWSE
2026-04-01,2548,華固,375425,0,80323,TWSE
2026-04-01,2597,潤弘,-4400,0,70883,TWSE
2026-04-01,2601,益航,99001,0,18000,TWSE
2026-04-01,2603,長榮,1668592,1000544,263186,TWSE
2026-04-01,2605,新興,396001,0,-1053383,TWSE
2026-04-01,2606,裕民,321800,1405000,36360,TWSE
2026-04-01,2607,榮運,148000,0,14000,TWSE
2026-04-01,2608,嘉里大榮,13000,0,57490,TWSE
2026-04-01,2609,陽明,750829,4000,423553,TWSE
2026-04-01,2610,華航,3538970,-1123000,287497,TWSE
2026-04-01,2611,志信,-107000,0,5000,TWSE
2026-04-01,2612,中航,124000,0,10072,TWSE
2026-04-01,2613,中櫃,-9000,0,26000,TWSE
2026-04-01,2614,東森,270000,0,16000,TWSE
2026-04-01,2615,萬海,5919451,1000,538673,TWSE
2026-04-01,2616,山隆,-25999,0,-6644,TWSE
2026-04-01,2617,台航,217000,0,5612,TWSE
2026-04-01,2618,長榮航,4514341,824000,515252,TWSE
2026-04-01,2630,亞航,160000,0,12601,TWSE
2026-04-01,2633,台灣高鐵,-684128,0,180648,TWSE
2026-04-01,2634,漢翔,-39044,-3000,93307,TWSE
2026-04-01,2636,台驊控股,3000,0,6945,TWSE
2026-04-01,2637,慧洋-KY,722000,17100,50924,TWSE
2026-04-01,2642,宅配通,-4000,0,3000,TWSE
2026-04-01,2645,長榮航太,102000,-1000,-34847,TWSE
2026-04-01,2646,星宇航空,415050,0,212384,TWSE
2026-04-01,2701,萬企,12000,0,13000,TWSE
2026-04-01,2702,華園,5000,0,9000,TWSE
2026-04-01,2704,國賓,55000,0,13000,TWSE
2026-04-01,2705,六福,16000,0,6000,TWSE
2026-04-01,2706,第一店,54000,0,22000,TWSE
2026-04-01,2707,晶華,33000,0,9780,TWSE
2026-04-01,2712,遠雄來,-10000,0,2000,TWSE
2026-04-01,2722,夏都,-10000,0,8000,TWSE
2026-04-01,2723,美食-KY,-120000,0,36000,TWSE
2026-04-01,2727,王品,86000,0,3648,TWSE
2026-04-01,2731,雄獅,210133,-121000,5224,TWSE
2026-04-01,2739,寒舍,7000,0,2000,TWSE
2026-04-01,2748,雲品,8000,0,6000,TWSE
2026-04-01,2753,八方雲集,-4000,0,-1,TWSE
2026-04-01,2762,世界健身-KY,-12000,0,4000,TWSE
2026-04-01,2801,彰銀,6290222,0,883365,TWSE
2026-04-01,2812,台中銀,6284000,0,480000,TWSE
2026-04-01,2816,旺旺保,-10000,0,6000,TWSE
2026-04-01,2820,華票,124000,30000,93000,TWSE
2026-04-01,2832,台產,-6000,0,12000,TWSE
2026-04-01,2834,臺企銀,643079,0,545700,TWSE
2026-04-01,2836,高雄銀,-127000,0,202000,TWSE
2026-04-01,2838,聯邦銀,-367000,0,356000,TWSE
2026-04-01,2838A,聯邦銀甲特,-5000,0,0,TWSE
2026-04-01,2845,遠東銀,2179000,0,540000,TWSE
2026-04-01,2849,安泰銀,98000,0,57000,TWSE
2026-04-01,2850,新產,4000,2000,-14000,TWSE
2026-04-01,2851,中再保,285000,-22000,50425,TWSE
2026-04-01,2852,第一保,67000,0,39000,TWSE
2026-04-01,2855,統一證,1072000,13000,0,TWSE
2026-04-01,2867,三商壽,2019000,0,1545000,TWSE
2026-04-01,2880,華南金,1951071,124093,-107279,TWSE
2026-04-01,2881,富邦金,-1005403,1948877,757299,TWSE
2026-04-01,2881B,富邦金乙特,0,0,3000,TWSE
2026-04-01,2881C,富邦金丙特,1000,0,0,TWSE
2026-04-01,2882,國泰金,-864958,3977106,661280,TWSE
2026-04-01,2882B,國泰金乙特,0,0,-19000,TWSE
2026-04-01,2883,凱基金,2392276,1434547,1590488,TWSE
2026-04-01,2883B,凱基金乙特,1023000,0,-450000,TWSE
2026-04-01,2884,玉山金,3184688,94452,709727,TWSE
2026-04-01,2885,元大金,5907656,3740451,381748,TWSE
2026-04-01,2886,兆豐金,7451807,771657,923923,TWSE
2026-04-01,2887,台新新光金,42920268,733172,-3205164,TWSE
2026-04-01,2887E,台新新光戊特一,-6000,0,0,TWSE
2026-04-01,2887H,台新新光庚特二,5000,0,0,TWSE
2026-04-01,2887I,台新新光辛特,16000,0,0,TWSE
2026-04-01,2889,國票金,-1676000,0,281000,TWSE
2026-04-01,2890,永豐金,6009582,-195148,-446689,TWSE
2026-04-01,2891,中信金,10894932,4600972,140168,TWSE
2026-04-01,2891B,中信金乙特,0,0,3000,TWSE
2026-04-01,2891C,中信金丙特,0,0,3000,TWSE
2026-04-01,2892,第一金,7058336,66441,1131398,TWSE
2026-04-01,2897,王道銀行,1897000,15000,259100,TWSE
2026-04-01,2901,欣欣,2000,0,3000,TWSE
2026-04-01,2903,遠百,-92000,16000,77000,TWSE
2026-04-01,2904,匯僑,-5000,0,-1000,TWSE
2026-04-01,2905,三商,80000,0,107999,TWSE
2026-04-01,2906,高林,1000,0,9000,TWSE
2026-04-01,2908,特力,83000,0,12000,TWSE
2026-04-01,2910,統領,-6000,0,5000,TWSE
2026-04-01,2911,麗嬰房,-1,0,0,TWSE
2026-04-01,2912,統一超,428253,-150000,79330,TWSE
2026-04-01,2913,農林,-121999,0,41415,TWSE
2026-04-01,2915,潤泰全,1053000,0,34090,TWSE
2026-04-01,2923,鼎固-KY,-50000,0,62000,TWSE
2026-04-01,2929,淘帝-KY,37000,0,6000,TWSE
2026-04-01,2939,永邑-KY,4000,0,0,TWSE
2026-04-01,2945,三商家購,-6000,0,1000,TWSE
2026-04-01,3002,歐格,123000,0,2000,TWSE
2026-04-01,3003,健和興,92000,0,9637,TWSE
2026-04-01,3004,豐達科,-81000,0,7369,TWSE
2026-04-01,3005,神基,1380122,-2000,147703,TWSE
2026-04-01,3006,晶豪科,-950030,-4000,-6411,TWSE
2026-04-01,3008,大立光,48932,709,9038,TWSE
2026-04-01,3010,華立,443000,10000,18264,TWSE
2026-04-01,3011,今皓,171000,0,2000,TWSE
2026-04-01,3013,晟銘電,-18000,0,15922,TWSE
2026-04-01,3014,聯陽,-51500,48419,9060,TWSE
2026-04-01,3015,全漢,-10000,-1000,-2613,TWSE
2026-04-01,3016,嘉晶,-186000,0,7393,TWSE
2026-04-01,3017,奇鋐,-550215,391216,70487,TWSE
2026-04-01,3019,亞光,192000,0,-11781,TWSE
2026-04-01,3021,鴻名,-12000,0,3000,TWSE
2026-04-01,3022,威強電,172000,-1000,11000,TWSE
2026-04-01,3023,信邦,-149000,326000,39226,TWSE
2026-04-01,3024,憶聲,96000,0,10000,TWSE
2026-04-01,3025,星通,144000,-1000,1000,TWSE
